     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
    87.5,   135.5, 1001.99,   20.35,   82.38,      28,      47,      57,    2.95,   15.53,  293.34,   17.25,   12.21,   12.37,  295.69,  295.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    92.5,   140.5, 1001.36,   20.44,   82.08,      28,      47,      57,    3.05,   16.19,  293.47,   17.27,   12.24,   12.39,  295.78,  295.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    97.5,   145.5, 1000.75,   20.51,   81.83,      28,      47,      57,    3.21,   17.09,  293.59,   17.29,   12.26,   12.42,  295.85,  295.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   102.5,   150.5, 1000.15,   20.56,   81.63,      28,      47,      57,    3.46,   18.40,  293.70,   17.30,   12.28,   12.43,  295.91,  295.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   107.5,   155.5,  999.52,   20.60,   81.45,      27,      47,      57,    3.72,   18.90,  293.79,   17.31,   12.29,   12.45,  295.95,  295.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   112.5,   160.5,  999.07,   20.62,   81.34,      27,      47,      57,    3.83,   18.69,  293.85,   17.31,   12.30,   12.45,  295.98,  296.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   117.5,   165.5,  998.41,   20.64,   81.20,      26,      47,      57,    3.96,   18.37,  293.93,   17.30,   12.30,   12.46,  296.00,  296.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   122.5,   170.5,  997.77,   20.66,   81.07,      26,      47,      57,    4.04,   18.00,  294.00,   17.29,   12.30,   12.46,  296.02,  296.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   127.5,   175.5,  997.35,   20.67,   80.99,      26,      47,      58,    4.10,   17.78,  294.04,   17.29,   12.30,   12.46,  296.02,  296.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   132.5,   180.5,  996.72,   20.68,   80.87,      27,      47,      58,    4.18,   17.46,  294.10,   17.27,   12.30,   12.45,  296.03,  296.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   137.5,   185.5,  995.98,   20.68,   80.75,      27,      47,      58,    4.25,   17.16,  294.17,   17.25,   12.29,   12.45,  296.03,  296.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   142.5,   190.5,  995.34,   20.68,   80.68,      27,      47,      58,    4.52,   14.94,  294.22,   17.24,   12.29,   12.44,  296.03,  296.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   147.5,   195.5,  994.89,   20.68,   80.55,      27,      47,      58,    4.71,   13.98,  294.26,   17.21,   12.28,   12.43,  296.03,  296.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   152.5,   200.5,  994.41,   20.68,   80.43,      27,      47,      58,    4.86,   13.18,  294.30,   17.19,   12.26,   12.41,  296.03,  296.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   157.5,   205.5,  993.97,   20.68,   80.34,      27,      47,      58,    4.94,   12.71,  294.34,   17.17,   12.25,   12.41,  296.03,  296.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   162.5,   210.5,  993.28,   20.68,   80.21,      27,      47,      58,    5.04,   12.23,  294.39,   17.14,   12.24,   12.39,  296.02,  296.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   167.5,   215.5,  992.55,   20.67,   80.08,      27,      47,      59,    5.09,   12.15,  294.45,   17.11,   12.23,   12.38,  296.01,  296.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   172.5,   220.5,  992.06,   20.67,   79.99,      27,      47,      59,    5.12,   12.09,  294.49,   17.09,   12.22,   12.37,  296.01,  296.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   177.5,   225.5,  991.58,   20.66,   79.90,      27,      47,      59,    5.16,   12.03,  294.53,   17.07,   12.20,   12.36,  296.00,  296.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   182.5,   230.5,  991.09,   20.66,   79.82,      27,      47,      59,    5.19,   11.98,  294.56,   17.05,   12.19,   12.34,  296.00,  296.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   187.5,   235.5,  990.61,   20.65,   79.73,      27,      47,      60,    5.22,   11.93,  294.60,   17.02,   12.18,   12.33,  295.99,  296.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   192.5,   240.5,  990.08,   20.65,   79.65,      27,      47,      60,    5.25,   11.88,  294.64,   17.00,   12.17,   12.32,  295.98,  296.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   197.5,   245.5,  989.46,   20.64,   79.57,      27,      46,      60,    5.35,   11.64,  294.68,   16.98,   12.16,   12.31,  295.97,  296.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   202.5,   250.5,  988.68,   20.62,   79.46,      27,      46,      59,    5.46,   11.34,  294.73,   16.94,   12.14,   12.29,  295.95,  296.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   207.5,   255.5,  988.01,   20.60,   79.33,      27,      46,      59,    5.53,   11.06,  294.77,   16.89,   12.11,   12.26,  295.92,  296.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   212.5,   260.5,  987.51,   20.58,   79.24,      27,      46,      59,    5.58,   10.86,  294.79,   16.85,   12.09,   12.24,  295.90,  296.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   217.5,   265.5,  987.11,   20.56,   79.20,      27,      46,      59,    5.63,   10.66,  294.81,   16.83,   12.08,   12.22,  295.88,  296.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   222.5,   270.5,  986.48,   20.54,   79.13,      27,      46,      59,    5.69,   10.39,  294.83,   16.79,   12.06,   12.20,  295.85,  297.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   227.5,   275.5,  985.85,   20.51,   79.09,      27,      46,      59,    5.84,    9.30,  294.86,   16.76,   12.04,   12.18,  295.82,  297.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   232.5,   280.5,  985.25,   20.48,   79.05,      27,      46,      59,    5.85,    8.88,  294.88,   16.72,   12.02,   12.16,  295.78,  297.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   237.5,   285.5,  984.64,   20.45,   79.03,      27,      46,      59,    5.86,    8.47,  294.90,   16.69,   12.00,   12.14,  295.75,  297.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   242.5,   290.5,  984.20,   20.43,   79.03,      24,      44,      58,    5.84,    8.28,  294.92,   16.67,   11.99,   12.13,  295.73,  297.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   247.5,   295.5,  983.54,   20.40,   79.03,      22,      43,      57,    5.80,    8.02,  294.94,   16.63,   11.97,   12.12,  295.69,  297.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   252.5,   300.5,  982.92,   20.36,   79.04,      22,      43,      56,    5.77,    7.80,  294.96,   16.60,   11.96,   12.10,  295.65,  297.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   257.5,   305.5,  982.51,   20.34,   79.06,      22,      43,      56,    5.75,    7.66,  294.98,   16.59,   11.95,   12.09,  295.63,  297.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   262.5,   310.5,  981.88,   20.31,   79.09,      22,      43,      56,    5.70,    7.33,  295.00,   16.56,   11.94,   12.08,  295.60,  297.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   267.5,   315.5,  981.26,   20.28,   79.13,      21,      42,      55,    5.62,    6.75,  295.02,   16.54,   11.93,   12.07,  295.56,  297.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   272.5,   320.5,  980.84,   20.26,   79.16,      21,      41,      54,    5.56,    6.34,  295.04,   16.52,   11.92,   12.06,  295.54,  297.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   277.5,   325.5,  980.21,   20.23,   79.21,      21,      40,      54,    5.49,    5.56,  295.06,   16.51,   11.91,   12.06,  295.51,  297.20,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   282.5,   330.5,  979.59,   20.20,   79.28,      21,      40,      53,    5.41,    4.73,  295.08,   16.49,   11.91,   12.05,  295.48,  297.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   287.5,   335.5,  978.97,   20.17,   79.35,      20,      40,      51,    5.31,    3.98,  295.11,   16.48,   11.91,   12.05,  295.45,  297.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   292.5,   340.5,  978.22,   20.14,   79.43,      20,      39,      49,    5.21,    3.18,  295.14,   16.46,   11.91,   12.05,  295.42,  297.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   297.5,   345.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   302.5,   350.5,  977.42,   20.11,   79.52,      20,      39,      49,    4.95,    0.40,  295.18,   16.45,   11.91,   12.05,  295.39,  297.33,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   307.5,   355.5,  976.90,   20.08,   79.61,      20,      39,      49,    4.78,  358.73,  295.20,   16.44,   11.91,   12.05,  295.36,  297.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   312.5,   360.5,  976.25,   20.06,   79.68,      20,      39,      49,    4.56,  355.73,  295.24,   16.44,   11.91,   12.05,  295.34,  297.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   317.5,   365.5,  975.72,   20.04,   79.75,      20,      39,      49,    4.49,  354.86,  295.26,   16.43,   11.91,   12.06,  295.32,  297.41,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   322.5,   370.5,  975.09,   20.01,   79.87,      20,      39,      49,    4.38,  353.45,  295.28,   16.43,   11.91,   12.06,  295.29,  297.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   327.5,   375.5,  974.48,   19.98,   79.99,      20,      39,      49,    4.30,  351.96,  295.30,   16.42,   11.92,   12.06,  295.26,  297.45,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   332.5,   380.5,  974.06,   19.96,   80.08,      20,      39,      49,    4.25,  350.93,  295.32,   16.41,   11.92,   12.06,  295.24,  297.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   337.5,   385.5,  973.45,   19.92,   80.22,      20,      39,      49,    4.18,  349.09,  295.34,   16.41,   11.92,   12.06,  295.20,  297.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   342.5,   390.5,  972.83,   19.88,   80.36,      20,      39,      49,    4.09,  346.67,  295.35,   16.40,   11.92,   12.07,  295.17,  297.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   347.5,   395.5,  972.22,   19.85,   80.51,      20,      39,      49,    3.93,  342.40,  295.37,   16.39,   11.92,   12.07,  295.13,  297.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   352.5,   400.5,  971.59,   19.81,   80.66,      20,      39,      49,    3.76,  336.98,  295.38,   16.38,   11.92,   12.07,  295.09,  297.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   357.5,   405.5,  971.18,   19.78,   80.76,      20,      39,      49,    3.69,  333.99,  295.39,   16.38,   11.93,   12.07,  295.06,  297.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   362.5,   410.5,  970.77,   19.75,   80.87,      20,      39,      49,    3.52,  326.84,  295.40,   16.37,   11.93,   12.07,  295.03,  297.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   367.5,   415.5,  970.04,   19.71,   81.02,      20,      37,      47,    3.48,  325.38,  295.42,   16.36,   11.93,   12.07,  294.99,  297.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   372.5,   420.5,  969.28,   19.67,   81.18,      20,      35,      45,    3.44,  323.85,  295.45,   16.35,   11.93,   12.07,  294.95,  297.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   377.5,   425.5,  968.77,   19.65,   81.28,      20,      34,      44,    3.41,  322.79,  295.47,   16.35,   11.93,   12.08,  294.93,  297.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   382.5,   430.5,  968.28,   19.62,   81.39,      20,      33,      43,    3.38,  321.69,  295.48,   16.34,   11.93,   12.08,  294.90,  297.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   387.5,   435.5,  967.85,   19.59,   81.49,      20,      33,      42,    3.33,  320.45,  295.49,   16.33,   11.93,   12.08,  294.87,  297.64,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   392.5,   440.5,  967.24,   19.55,   81.64,      20,      32,      40,    3.25,  318.43,  295.50,   16.32,   11.93,   12.08,  294.83,  297.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   397.5,   445.5,  966.58,   19.50,   81.84,      19,      32,      38,    3.19,  315.68,  295.51,   16.31,   11.93,   12.07,  294.78,  297.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   402.5,   450.5,  965.98,   19.44,   82.04,      18,      31,      37,    3.14,  312.81,  295.50,   16.29,   11.93,   12.07,  294.72,  297.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   407.5,   455.5,  965.43,   19.40,   82.19,      18,      31,      37,    3.08,  309.59,  295.51,   16.28,   11.92,   12.07,  294.68,  297.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   412.5,   460.5,  965.01,   19.37,   82.28,      18,      31,      37,    3.04,  306.96,  295.52,   16.27,   11.92,   12.07,  294.65,  297.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   417.5,   465.5,  964.39,   19.33,   82.43,      18,      31,      37,    2.97,  302.11,  295.53,   16.26,   11.92,   12.06,  294.61,  297.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   422.5,   470.5,  963.76,   19.29,   82.57,      18,      31,      37,    2.91,  295.58,  295.54,   16.25,   11.92,   12.06,  294.57,  297.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   427.5,   475.5,  963.25,   19.26,   82.66,      18,      31,      37,    2.88,  290.90,  295.56,   16.24,   11.92,   12.06,  294.54,  297.71,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   432.5,   480.5,  962.63,   19.23,   82.75,      18,      31,      37,    2.76,  275.15,  295.59,   16.23,   11.91,   12.06,  294.51,  297.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   437.5,   485.5,  962.18,   19.19,   82.88,      18,      31,      37,    2.78,  263.28,  295.59,   16.21,   11.91,   12.05,  294.47,  297.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   442.5,   490.5,  961.66,   19.15,   83.00,      18,      31,      37,    2.81,  258.07,  295.59,   16.19,   11.90,   12.05,  294.43,  297.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   447.5,   495.5,  961.18,   19.13,   83.07,      17,      31,      36,    2.82,  256.74,  295.61,   16.18,   11.90,   12.04,  294.40,  297.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   452.5,   500.5,  960.69,   19.10,   83.15,      17,      31,      36,    2.83,  255.44,  295.62,   16.17,   11.90,   12.04,  294.37,  297.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   457.5,   505.5,  959.98,   19.06,   83.25,      17,      31,      36,    2.84,  253.51,  295.65,   16.15,   11.89,   12.04,  294.33,  297.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   462.5,   510.5,  959.26,   19.03,   83.35,      16,      31,      35,    2.86,  251.63,  295.67,   16.13,   11.89,   12.03,  294.29,  297.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   467.5,   515.5,  958.80,   19.00,   83.40,      16,      31,      35,    2.87,  250.40,  295.69,   16.12,   11.88,   12.03,  294.27,  297.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   472.5,   520.5,  958.38,   18.98,   83.46,      16,      31,      35,    2.86,  246.79,  295.70,   16.11,   11.88,   12.02,  294.24,  297.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   477.5,   525.5,  957.77,   18.94,   83.53,      17,      31,      35,    2.85,  241.26,  295.72,   16.09,   11.87,   12.01,  294.21,  297.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   482.5,   530.5,  957.16,   18.91,   83.59,      17,      31,      35,    2.88,  235.59,  295.74,   16.06,   11.86,   12.00,  294.17,  297.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   487.5,   535.5,  956.54,   18.87,   83.64,      17,      31,      34,    2.95,  230.26,  295.76,   16.04,   11.85,   11.99,  294.13,  297.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   492.5,   540.5,  955.97,   18.84,   83.67,      17,      31,      34,    3.20,  223.37,  295.78,   16.01,   11.84,   11.98,  294.10,  297.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   497.5,   545.5,  955.57,   18.82,   83.68,      17,      31,      34,    3.28,  221.56,  295.79,   16.00,   11.83,   11.97,  294.08,  297.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   502.5,   550.5,  954.94,   18.79,   83.68,      17,      31,      34,    3.41,  219.17,  295.82,   15.97,   11.82,   11.96,  294.05,  297.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   507.5,   555.5,  954.30,   18.77,   83.67,      17,      31,      34,    3.56,  215.88,  295.85,   15.94,   11.80,   11.95,  294.02,  297.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   512.5,   560.5,  953.89,   18.75,   83.65,      17,      31,      34,    3.67,  213.62,  295.87,   15.93,   11.80,   11.94,  294.00,  298.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   517.5,   565.5,  953.30,   18.73,   83.61,      17,      31,      34,    3.74,  212.10,  295.90,   15.90,   11.78,   11.92,  293.98,  298.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   522.5,   570.5,  952.72,   18.71,   83.55,      17,      31,      34,    3.82,  210.69,  295.94,   15.87,   11.77,   11.91,  293.96,  298.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   527.5,   575.5,  952.12,   18.70,   83.47,      17,      32,      35,    3.88,  209.43,  295.97,   15.84,   11.75,   11.89,  293.94,  298.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   532.5,   580.5,  951.50,   18.69,   83.37,      18,      34,      39,    3.94,  208.33,  296.02,   15.81,   11.74,   11.88,  293.93,  298.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   537.5,   585.5,  951.08,   18.68,   83.29,      19,      36,      42,    3.98,  207.63,  296.05,   15.79,   11.73,   11.86,  293.92,  298.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   542.5,   590.5,  950.67,   18.68,   83.21,      19,      36,      42,    4.02,  207.25,  296.08,   15.76,   11.71,   11.85,  293.91,  298.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   547.5,   595.5,  950.05,   18.67,   83.07,      19,      36,      42,    4.10,  206.71,  296.13,   15.73,   11.70,   11.84,  293.90,  298.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   552.5,   600.5,  949.45,   18.67,   82.91,      19,      36,      42,    4.14,  205.66,  296.18,   15.70,   11.68,   11.82,  293.89,  298.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   557.5,   605.5,  949.05,   18.66,   82.80,      19,      36,      42,    4.16,  204.80,  296.21,   15.68,   11.67,   11.81,  293.89,  298.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   562.5,   610.5,  948.53,   18.66,   82.69,      19,      36,      42,    4.18,  203.97,  296.26,   15.66,   11.66,   11.80,  293.89,  298.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   567.5,   615.5,  947.74,   18.66,   82.51,      19,      36,      42,    4.37,  201.40,  296.33,   15.62,   11.64,   11.78,  293.89,  298.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   572.5,   620.5,  947.26,   18.66,   82.33,      19,      36,      42,    4.50,  200.96,  296.37,   15.59,   11.62,   11.76,  293.88,  298.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   577.5,   625.5,  946.71,   18.66,   82.20,       6,      14,      14,    4.61,  199.11,  296.42,   15.57,   11.61,   11.75,  293.88,  298.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   582.5,   630.5,  946.25,   18.67,   82.02,       6,      14,      14,    4.70,  197.98,  296.46,   15.53,   11.59,   11.73,  293.88,  298.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   587.5,   635.5,  945.68,   18.67,   81.83,       6,      13,      13,    4.76,  197.33,  296.52,   15.50,   11.58,   11.71,  293.88,  298.61,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   592.5,   640.5,  945.15,   18.67,   81.70,       6,      12,      12,    4.79,  197.05,  296.57,   15.47,   11.57,   11.70,  293.88,  298.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   597.5,   645.5,  944.62,   18.67,   81.58,       5,      12,      12,    4.82,  196.77,  296.62,   15.45,   11.56,   11.69,  293.88,  298.71,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   602.5,   650.5,  943.93,   18.67,   81.40,       5,      11,      11,    4.90,  196.19,  296.68,   15.42,   11.54,   11.67,  293.88,  298.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   607.5,   655.5,  943.32,   18.67,   81.23,       5,      11,      11,    5.00,  195.67,  296.73,   15.39,   11.52,   11.66,  293.87,  298.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   612.5,   660.5,  942.91,   18.67,   81.12,       5,      11,      11,    5.04,  195.47,  296.77,   15.37,   11.51,   11.65,  293.87,  298.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   617.5,   665.5,  942.33,   18.67,   80.96,       6,      12,      12,    5.13,  194.23,  296.82,   15.33,   11.50,   11.63,  293.87,  298.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
