     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
   622.5,   670.5,  941.71,   18.67,   80.82,       6,      12,      12,    5.16,  193.61,  296.87,   15.30,   11.48,   11.62,  293.86,  298.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   627.5,   675.5,  941.30,   18.66,   80.74,       6,      12,      12,    5.24,  193.34,  296.91,   15.28,   11.47,   11.61,  293.86,  298.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   632.5,   680.5,  940.68,   18.66,   80.62,       6,      12,      12,    5.27,  192.76,  296.96,   15.25,   11.46,   11.59,  293.85,  299.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   637.5,   685.5,  940.08,   18.65,   80.53,       6,      12,      12,    5.29,  192.10,  297.00,   15.23,   11.44,   11.58,  293.83,  299.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   642.5,   690.5,  939.69,   18.64,   80.48,       6,      12,      12,    5.30,  191.64,  297.02,   15.21,   11.44,   11.57,  293.82,  299.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   647.5,   695.5,  939.02,   18.62,   80.42,       6,      11,      12,    5.33,  191.01,  297.07,   15.18,   11.42,   11.56,  293.80,  299.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   652.5,   700.5,  938.24,   18.60,   80.39,       5,       9,      10,    5.36,  190.49,  297.12,   15.15,   11.41,   11.54,  293.78,  299.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   657.5,   705.5,  937.76,   18.58,   80.38,       5,       8,       9,    5.38,  190.15,  297.14,   15.13,   11.40,   11.54,  293.76,  299.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   662.5,   710.5,  937.27,   18.55,   80.39,       5,       8,       9,    5.38,  189.63,  297.15,   15.10,   11.39,   11.52,  293.73,  299.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   667.5,   715.5,  936.83,   18.51,   80.43,       5,       8,       9,    5.38,  189.10,  297.16,   15.08,   11.37,   11.51,  293.69,  299.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   672.5,   720.5,  936.40,   18.48,   80.47,       5,       8,       9,    5.38,  188.75,  297.17,   15.06,   11.37,   11.50,  293.66,  299.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   677.5,   725.5,  935.65,   18.44,   80.56,       4,       7,       8,    5.37,  187.70,  297.19,   15.03,   11.35,   11.48,  293.61,  299.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   682.5,   730.5,  935.17,   18.39,   80.66,       4,       7,       8,    5.36,  186.96,  297.18,   15.00,   11.34,   11.47,  293.56,  299.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   687.5,   735.5,  934.62,   18.35,   80.75,       6,      10,      10,    5.39,  186.43,  297.20,   14.98,   11.33,   11.46,  293.52,  299.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   692.5,   740.5,  934.13,   18.30,   80.89,       6,      10,      10,    5.41,  186.42,  297.18,   14.96,   11.32,   11.45,  293.46,  299.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   697.5,   745.5,  933.43,   18.24,   81.05,       6,       9,      10,    5.49,  187.16,  297.19,   14.93,   11.31,   11.44,  293.40,  299.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   702.5,   750.5,  932.95,   18.18,   81.23,       6,      10,      11,    5.49,  187.75,  297.17,   14.91,   11.30,   11.43,  293.34,  299.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   707.5,   755.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   712.5,   760.5,  932.17,   18.12,   81.42,       7,      11,      11,    5.52,  187.43,  297.18,   14.88,   11.29,   11.42,  293.27,  299.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   717.5,   765.5,  931.45,   18.06,   81.63,       6,      10,      10,    5.55,  187.56,  297.18,   14.86,   11.28,   11.41,  293.21,  299.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   722.5,   770.5,  930.85,   17.99,   81.84,       6,       9,      10,    5.58,  187.69,  297.17,   14.84,   11.28,   11.40,  293.15,  299.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   727.5,   775.5,  930.44,   17.95,   81.99,       6,       9,      10,    5.59,  187.49,  297.17,   14.83,   11.27,   11.40,  293.11,  299.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   732.5,   780.5,  929.85,   17.89,   82.21,       6,       9,       9,    5.61,  187.19,  297.16,   14.82,   11.27,   11.40,  293.05,  299.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   737.5,   785.5,  929.29,   17.82,   82.52,       6,       9,      10,    5.71,  186.82,  297.14,   14.80,   11.26,   11.39,  292.97,  299.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   742.5,   790.5,  928.77,   17.76,   82.75,       6,       9,      10,    5.76,  186.71,  297.13,   14.79,   11.26,   11.39,  292.91,  299.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   747.5,   795.5,  928.10,   17.71,   82.99,       6,       9,      10,    5.80,  186.67,  297.14,   14.78,   11.27,   11.39,  292.86,  299.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   752.5,   800.5,  927.43,   17.66,   83.23,       6,       9,      10,    5.84,  186.64,  297.15,   14.78,   11.27,   11.40,  292.81,  299.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   757.5,   805.5,  926.99,   17.63,   83.38,       6,       9,       9,    5.86,  186.61,  297.16,   14.78,   11.28,   11.41,  292.78,  299.20,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   762.5,   810.5,  926.54,   17.60,   83.54,       6,       9,       9,    5.88,  186.59,  297.17,   14.78,   11.28,   11.41,  292.76,  299.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   767.5,   815.5,  926.10,   17.58,   83.69,       6,       9,       9,    5.91,  186.57,  297.18,   14.78,   11.29,   11.42,  292.73,  299.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   772.5,   820.5,  925.45,   17.54,   83.92,       6,       9,       9,    6.01,  186.41,  297.20,   14.79,   11.30,   11.43,  292.69,  299.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   777.5,   825.5,  924.84,   17.51,   84.15,       6,      10,      10,    6.23,  186.05,  297.22,   14.80,   11.32,   11.44,  292.66,  299.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   782.5,   830.5,  924.45,   17.49,   84.30,       6,      11,      12,    6.49,  186.04,  297.24,   14.80,   11.33,   11.45,  292.64,  299.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   835.5,  923.87,   17.46,   84.52,       6,      10,      12,    6.57,  186.05,  297.26,   14.82,   11.34,   11.47,  292.62,  299.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   792.5,   840.5,  923.27,   17.43,   84.73,       5,      10,      11,    6.65,  186.05,  297.29,   14.83,   11.36,   11.49,  292.60,  299.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   797.5,   845.5,  922.68,   17.41,   84.93,       5,       9,      11,    6.73,  186.06,  297.33,   14.85,   11.38,   11.51,  292.58,  299.39,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   802.5,   850.5,  922.08,   17.39,   85.13,       5,       9,      11,    6.81,  186.06,  297.36,   14.87,   11.40,   11.53,  292.56,  299.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   807.5,   855.5,  921.66,   17.38,   85.25,       5,       9,      11,    6.92,  185.90,  297.39,   14.88,   11.41,   11.55,  292.55,  299.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   812.5,   860.5,  921.23,   17.37,   85.37,       5,       9,      11,    7.02,  185.75,  297.42,   14.89,   11.43,   11.56,  292.55,  299.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   817.5,   865.5,  920.61,   17.36,   85.54,       5,       9,      11,    7.15,  185.63,  297.47,   14.91,   11.45,   11.58,  292.54,  299.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   822.5,   870.5,  920.02,   17.35,   85.70,       5,       8,      10,    7.24,  185.69,  297.51,   14.93,   11.47,   11.60,  292.53,  299.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   827.5,   875.5,  919.63,   17.35,   85.79,       4,       7,       9,    7.29,  185.74,  297.54,   14.94,   11.49,   11.62,  292.53,  299.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   832.5,   880.5,  919.04,   17.34,   85.92,       4,       7,       9,    7.37,  185.80,  297.59,   14.96,   11.51,   11.64,  292.53,  299.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   837.5,   885.5,  918.45,   17.34,   86.03,       4,       6,       8,    7.45,  185.86,  297.64,   14.98,   11.53,   11.66,  292.53,  299.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   842.5,   890.5,  917.86,   17.34,   86.13,       4,       5,       6,    7.60,  185.96,  297.70,   14.99,   11.55,   11.68,  292.54,  299.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   847.5,   895.5,  917.17,   17.34,   86.20,       3,       4,       5,    7.74,  186.05,  297.76,   15.01,   11.57,   11.70,  292.54,  299.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   852.5,   900.5,  916.60,   17.34,   86.24,       3,       4,       5,    8.05,  186.09,  297.82,   15.02,   11.58,   11.72,  292.55,  299.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   857.5,   905.5,  916.30,   17.35,   86.27,       4,       5,       6,    8.23,  186.24,  297.85,   15.03,   11.59,   11.73,  292.55,  299.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   862.5,   910.5,  915.99,   17.35,   86.29,       4,       5,       6,    8.40,  186.38,  297.88,   15.04,   11.60,   11.74,  292.56,  299.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   867.5,   915.5,  915.29,   17.36,   86.31,       4,       5,       6,    8.80,  187.12,  297.95,   15.05,   11.62,   11.75,  292.57,  300.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   872.5,   920.5,  914.81,   17.36,   86.32,       4,       4,       5,    9.03,  187.42,  298.01,   15.05,   11.63,   11.77,  292.57,  300.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   877.5,   925.5,  914.18,   17.37,   86.31,       4,       4,       5,    9.22,  187.93,  298.07,   15.06,   11.64,   11.78,  292.58,  300.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   882.5,   930.5,  913.67,   17.37,   86.30,       4,       4,       5,    9.25,  187.96,  298.12,   15.06,   11.65,   11.79,  292.59,  300.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   887.5,   935.5,  913.07,   17.38,   86.28,       4,       4,       5,    9.30,  188.00,  298.18,   15.06,   11.66,   11.79,  292.59,  300.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   892.5,   940.5,  912.48,   17.38,   86.25,       3,       4,       5,    9.35,  188.05,  298.24,   15.06,   11.66,   11.80,  292.60,  300.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   897.5,   945.5,  912.09,   17.38,   86.22,       3,       4,       5,    9.38,  188.08,  298.28,   15.05,   11.66,   11.80,  292.60,  300.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   950.5,  911.49,   17.38,   86.18,       3,       4,       5,    9.44,  188.12,  298.34,   15.05,   11.67,   11.80,  292.60,  300.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   907.5,   955.5,  910.90,   17.38,   86.14,       3,       4,       5,    9.50,  188.18,  298.39,   15.03,   11.67,   11.80,  292.60,  300.51,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   912.5,   960.5,  910.53,   17.37,   86.11,       3,       4,       5,    9.54,  188.21,  298.42,   15.03,   11.66,   11.80,  292.59,  300.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   917.5,   965.5,  909.98,   17.37,   86.06,       3,       4,       5,    9.70,  188.18,  298.46,   15.01,   11.66,   11.79,  292.58,  300.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   922.5,   970.5,  909.39,   17.35,   86.01,       3,       4,       5,    9.79,  188.19,  298.50,   14.99,   11.65,   11.79,  292.57,  300.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   927.5,   975.5,  908.82,   17.34,   85.97,       3,       4,       5,    9.94,  188.41,  298.54,   14.96,   11.64,   11.78,  292.55,  300.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   932.5,   980.5,  908.18,   17.32,   85.93,       3,       4,       5,   10.02,  188.49,  298.58,   14.94,   11.63,   11.76,  292.53,  300.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   937.5,   985.5,  907.79,   17.30,   85.91,       4,       6,       6,   10.02,  188.52,  298.60,   14.92,   11.62,   11.76,  292.51,  300.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   942.5,   990.5,  907.23,   17.28,   85.88,       6,       8,       8,   10.03,  188.56,  298.63,   14.89,   11.60,   11.74,  292.48,  300.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   947.5,   995.5,  906.68,   17.25,   85.85,       8,      10,      10,   10.05,  188.61,  298.65,   14.86,   11.59,   11.72,  292.45,  300.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   952.5,  1000.5,  906.28,   17.23,   85.84,       8,      10,      10,   10.04,  188.56,  298.67,   14.84,   11.57,   11.71,  292.43,  300.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   957.5,  1005.5,  905.87,   17.21,   85.83,       8,      10,      10,   10.03,  188.51,  298.69,   14.81,   11.56,   11.70,  292.41,  300.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   962.5,  1010.5,  905.37,   17.19,   85.82,       8,      10,      10,   10.02,  188.46,  298.71,   14.79,   11.55,   11.69,  292.38,  300.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   967.5,  1015.5,  904.67,   17.15,   85.82,       7,      10,      11,    9.97,  188.49,  298.74,   14.75,   11.53,   11.67,  292.34,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   972.5,  1020.5,  904.23,   17.11,   85.83,       7,      10,      11,    9.96,  188.45,  298.74,   14.72,   11.51,   11.65,  292.30,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   977.5,  1025.5,  903.53,   17.07,   85.85,       8,      12,      12,    9.95,  188.46,  298.76,   14.68,   11.49,   11.63,  292.25,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   982.5,  1030.5,  902.99,   17.01,   85.88,       8,      12,      12,    9.98,  188.44,  298.75,   14.63,   11.46,   11.59,  292.19,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,  1035.5,  902.42,   16.96,   85.92,       8,      13,      13,    9.98,  188.48,  298.76,   14.59,   11.44,   11.57,  292.14,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,  1040.5,  902.01,   16.93,   85.96,       8,      13,      13,    9.98,  188.50,  298.76,   14.56,   11.43,   11.56,  292.10,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,  1045.5,  901.43,   16.88,   86.01,       8,      13,      13,    9.99,  188.36,  298.77,   14.52,   11.41,   11.54,  292.05,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1050.5,  900.75,   16.83,   86.08,       8,      13,      13,   10.00,  188.22,  298.78,   14.49,   11.39,   11.52,  292.00,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1055.5,  900.18,   16.80,   86.12,       8,      13,      13,   10.04,  188.23,  298.80,   14.46,   11.38,   11.51,  291.96,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1060.5,  899.89,   16.76,   86.17,       8,      13,      13,   10.06,  188.31,  298.79,   14.44,   11.36,   11.49,  291.92,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1065.5,  899.59,   16.73,   86.23,       8,      13,      13,   10.07,  188.40,  298.78,   14.41,   11.35,   11.48,  291.88,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1070.5,  899.02,   16.69,   86.29,       8,      13,      13,   10.11,  188.52,  298.80,   14.39,   11.34,   11.47,  291.85,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1075.5,  898.32,   16.64,   86.38,       8,      13,      13,   10.14,  188.49,  298.81,   14.35,   11.32,   11.45,  291.79,  300.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1080.5,  897.74,   16.59,   86.48,       8,      13,      13,   10.17,  188.47,  298.81,   14.32,   11.30,   11.43,  291.73,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1085.5,  897.40,   16.55,   86.55,       3,       6,       7,   10.19,  188.05,  298.81,   14.30,   11.29,   11.42,  291.69,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1090.5,  896.77,   16.50,   86.66,       3,       6,       7,   10.20,  187.89,  298.81,   14.26,   11.27,   11.40,  291.64,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1095.5,  896.21,   16.44,   86.77,       3,       6,       7,   10.24,  187.50,  298.81,   14.23,   11.25,   11.38,  291.58,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1100.5,  895.65,   16.39,   86.89,       3,       6,       7,   10.25,  187.62,  298.81,   14.20,   11.24,   11.37,  291.52,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1105.5,  895.07,   16.33,   87.01,       3,       6,       7,   10.28,  188.28,  298.81,   14.16,   11.22,   11.35,  291.47,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1110.5,  894.65,   16.30,   87.09,       3,       6,       7,   10.30,  188.36,  298.81,   14.14,   11.21,   11.34,  291.43,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1115.5,  894.03,   16.24,   87.22,       3,       6,       7,   10.32,  188.44,  298.81,   14.11,   11.20,   11.32,  291.37,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1120.5,  893.48,   16.19,   87.34,       3,       6,       7,   10.32,  188.47,  298.81,   14.08,   11.18,   11.31,  291.31,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1125.5,  893.12,   16.15,   87.43,       3,       6,       7,   10.32,  188.49,  298.81,   14.06,   11.17,   11.30,  291.28,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1130.5,  892.55,   16.10,   87.56,       4,       6,       7,   10.29,  188.32,  298.81,   14.03,   11.16,   11.28,  291.22,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1135.5,  891.99,   16.05,   87.68,       5,       8,       8,   10.33,  188.25,  298.81,   14.00,   11.14,   11.27,  291.16,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1140.5,  891.43,   16.00,   87.81,       6,       9,       9,   10.37,  188.24,  298.81,   13.97,   11.13,   11.26,  291.11,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1145.5,  890.84,   15.94,   87.93,       6,       9,       9,   10.43,  188.35,  298.81,   13.95,   11.12,   11.24,  291.06,  300.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1150.5,  890.35,   15.91,   88.02,       6,       9,       9,   10.47,  188.41,  298.82,   13.93,   11.11,   11.23,  291.02,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1155.5,  889.79,   15.88,   88.10,       6,       9,       9,   10.50,  188.72,  298.84,   13.91,   11.10,   11.23,  290.98,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1160.5,  889.35,   15.83,   88.21,       6,       9,       9,   10.52,  188.87,  298.83,   13.88,   11.09,   11.21,  290.93,  300.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1165.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1170.5,  888.43,   15.76,   88.37,       6,       9,       9,   10.55,  189.38,  298.85,   13.84,   11.07,   11.19,  290.86,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1175.5,  887.97,   15.71,   88.47,       6,       9,       9,   10.59,  189.57,  298.85,   13.81,   11.06,   11.18,  290.81,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1180.5,  887.33,   15.67,   88.57,       5,       8,       8,   10.60,  189.42,  298.86,   13.78,   11.04,   11.17,  290.76,  300.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1185.5,  886.88,   15.62,   88.66,       2,       4,       5,   10.61,  189.37,  298.86,   13.75,   11.03,   11.15,  290.72,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1190.5,  886.30,   15.59,   88.71,       2,       4,       5,   10.61,  189.52,  298.89,   13.74,   11.02,   11.14,  290.69,  300.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1195.5,  885.78,   15.57,   88.76,       2,       4,       5,   10.61,  189.57,  298.91,   13.72,   11.01,   11.14,  290.66,  300.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1200.5,  885.35,   15.54,   88.80,       2,       5,       6,   10.60,  189.62,  298.92,   13.70,   11.01,   11.13,  290.63,  300.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1205.5,  884.76,   15.50,   88.85,       2,       5,       6,   10.58,  189.75,  298.94,   13.67,   10.99,   11.12,  290.59,  300.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1210.5,  884.23,   15.47,   88.89,       2,       5,       6,   10.55,  190.00,  298.96,   13.64,   10.98,   11.10,  290.55,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1215.5,  883.68,   15.44,   88.91,       2,       5,       6,   10.52,  190.18,  298.98,   13.62,   10.97,   11.09,  290.52,  300.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1220.5,  883.11,   15.41,   88.93,       2,       5,       6,   10.47,  190.22,  299.00,   13.59,   10.96,   11.08,  290.49,  301.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1177.5,  1225.5,  882.73,   15.39,   88.92,       2,       5,       6,   10.44,  190.25,  299.02,   13.57,   10.95,   11.07,  290.47,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1182.5,  1230.5,  882.16,   15.36,   88.91,       2,       5,       6,   10.42,  190.30,  299.05,   13.54,   10.94,   11.06,  290.44,  301.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1187.5,  1235.5,  881.61,   15.34,   88.89,       2,       5,       6,   10.42,  190.35,  299.08,   13.52,   10.92,   11.04,  290.41,  301.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1192.5,  1240.5,  881.08,   15.32,   88.85,       2,       5,       6,   10.43,  190.88,  299.10,   13.49,   10.91,   11.03,  290.39,  301.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1197.5,  1245.5,  880.45,   15.30,   88.80,       2,       5,       6,   10.46,  191.05,  299.14,   13.46,   10.90,   11.02,  290.37,  301.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1202.5,  1250.5,  880.05,   15.29,   88.76,      12,      13,      13,   10.47,  191.18,  299.17,   13.44,   10.89,   11.01,  290.35,  301.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1207.5,  1255.5,  879.50,   15.27,   88.69,      12,      13,      13,   10.47,  191.24,  299.21,   13.41,   10.87,   10.99,  290.33,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1212.5,  1260.5,  878.94,   15.25,   88.61,      12,      13,      13,   10.49,  191.46,  299.25,   13.38,   10.86,   10.98,  290.31,  301.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1217.5,  1265.5,  878.55,   15.24,   88.55,      12,      13,      13,   10.49,  191.45,  299.27,   13.36,   10.85,   10.97,  290.30,  301.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1222.5,  1270.5,  877.98,   15.23,   88.45,      12,      13,      13,   10.48,  191.43,  299.31,   13.33,   10.84,   10.96,  290.29,  301.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1227.5,  1275.5,  877.42,   15.22,   88.34,      12,      13,      13,   10.50,  191.57,  299.36,   13.30,   10.82,   10.94,  290.27,  301.33,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1232.5,  1280.5,  877.04,   15.21,   88.26,      12,      13,      13,   10.53,  191.72,  299.39,   13.28,   10.81,   10.93,  290.26,  301.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1237.5,  1285.5,  876.56,   15.20,   88.18,      12,      13,      13,   10.55,  191.86,  299.42,   13.26,   10.80,   10.92,  290.25,  301.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1242.5,  1290.5,  875.81,   15.19,   88.05,      12,      13,      13,   10.65,  191.87,  299.49,   13.22,   10.79,   10.90,  290.24,  301.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1247.5,  1295.5,  875.34,   15.18,   87.91,      12,      13,      13,   10.70,  192.22,  299.52,   13.19,   10.77,   10.88,  290.22,  301.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
