     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
     agl,     asl,       P,       T,      RH,     PM1,    PM25,    PM10,      ws,      wd,   theta,      Td,       q,    mixR,      Tv,  thetav,      O3,      CO,     SO2,     NO2,     NH3,     H2S,    TVOC
  1177.5,  1225.5,  881.48,   17.56,   58.98,       4,       6,       6,    5.33,  193.97,  301.39,    9.45,    8.35,    8.42,  292.19,  302.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1182.5,  1230.5,  880.94,   17.51,   59.06,       4,       6,       6,    5.37,  194.11,  301.39,    9.42,    8.34,    8.41,  292.14,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1187.5,  1235.5,  880.40,   17.46,   59.14,       4,       7,       7,    5.42,  194.26,  301.40,    9.40,    8.33,    8.40,  292.09,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1192.5,  1240.5,  880.04,   17.43,   59.18,       3,       6,       6,    5.44,  194.55,  301.40,    9.38,    8.33,    8.40,  292.06,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1197.5,  1245.5,  879.48,   17.39,   59.25,       3,       6,       6,    5.46,  194.88,  301.41,    9.35,    8.32,    8.39,  292.01,  302.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1202.5,  1250.5,  878.92,   17.35,   59.31,       3,       6,       6,    5.46,  194.97,  301.42,    9.33,    8.31,    8.38,  291.97,  302.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1207.5,  1255.5,  878.36,   17.30,   59.37,       3,       6,       6,    5.47,  195.07,  301.43,    9.31,    8.30,    8.37,  291.93,  302.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1212.5,  1260.5,  877.80,   17.26,   59.43,       3,       5,       5,    5.48,  195.17,  301.44,    9.28,    8.29,    8.36,  291.88,  302.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1217.5,  1265.5,  877.42,   17.24,   59.46,       3,       5,       5,    5.48,  195.24,  301.45,    9.26,    8.29,    8.35,  291.85,  302.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1222.5,  1270.5,  876.86,   17.20,   59.51,       3,       5,       5,    5.49,  195.34,  301.47,    9.24,    8.28,    8.35,  291.81,  302.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1227.5,  1275.5,  876.30,   17.16,   59.56,       3,       5,       5,    5.49,  195.44,  301.48,    9.21,    8.27,    8.34,  291.77,  303.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1232.5,  1280.5,  875.92,   17.13,   59.59,       3,       5,       5,    5.50,  195.50,  301.49,    9.20,    8.26,    8.33,  291.74,  303.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1237.5,  1285.5,  875.36,   17.09,   59.63,       3,       4,       4,    5.50,  195.60,  301.51,    9.17,    8.25,    8.32,  291.71,  303.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1242.5,  1290.5,  874.80,   17.06,   59.67,       3,       4,       4,    5.51,  195.70,  301.52,    9.15,    8.24,    8.31,  291.67,  303.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1247.5,  1295.5,  874.24,   17.02,   59.71,       3,       4,       4,    5.51,  195.79,  301.54,    9.12,    8.24,    8.30,  291.63,  303.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1252.5,  1300.5,  873.67,   16.98,   59.74,       3,       4,       5,    5.53,  195.95,  301.56,    9.10,    8.23,    8.30,  291.59,  303.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1257.5,  1305.5,  873.29,   16.96,   59.76,       3,       4,       5,    5.54,  196.07,  301.57,    9.08,    8.22,    8.29,  291.56,  303.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1262.5,  1310.5,  872.72,   16.92,   59.80,       3,       4,       6,    5.56,  196.25,  301.59,    9.05,    8.21,    8.28,  291.53,  303.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1267.5,  1315.5,  872.15,   16.89,   59.83,       3,       4,       5,    5.58,  196.43,  301.61,    9.03,    8.20,    8.27,  291.49,  303.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1272.5,  1320.5,  871.77,   16.87,   59.85,       3,       4,       5,    5.59,  196.55,  301.63,    9.01,    8.20,    8.27,  291.47,  303.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1277.5,  1325.5,  871.22,   16.83,   59.87,       3,       4,       5,    5.61,  196.60,  301.65,    8.99,    8.19,    8.26,  291.43,  303.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1282.5,  1330.5,  870.56,   16.80,   59.90,       3,       4,       5,    5.63,  196.66,  301.68,    8.96,    8.18,    8.25,  291.40,  303.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1287.5,  1335.5,  870.01,   16.78,   59.92,       3,       4,       4,    5.69,  197.28,  301.71,    8.95,    8.18,    8.25,  291.38,  303.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1292.5,  1340.5,  869.70,   16.76,   59.93,       3,       4,       4,    5.74,  197.42,  301.72,    8.93,    8.17,    8.24,  291.35,  303.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1297.5,  1345.5,  869.38,   16.74,   59.95,       3,       4,       4,    5.78,  197.56,  301.73,    8.92,    8.17,    8.24,  291.33,  303.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1302.5,  1350.5,  868.72,   16.71,   59.97,       3,       4,       4,    5.83,  197.69,  301.76,    8.90,    8.16,    8.23,  291.30,  303.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1307.5,  1355.5,  868.28,   16.68,   59.99,       3,       4,       4,    5.86,  197.73,  301.78,    8.87,    8.16,    8.22,  291.27,  303.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1312.5,  1360.5,  867.59,   16.65,   60.02,       3,       4,       5,    5.88,  197.64,  301.82,    8.85,    8.15,    8.22,  291.24,  303.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1317.5,  1365.5,  867.22,   16.63,   60.04,       3,       4,       5,    5.91,  197.64,  301.83,    8.83,    8.14,    8.21,  291.22,  303.33,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1322.5,  1370.5,  866.81,   16.61,   60.05,       3,       4,       5,    5.92,  197.68,  301.85,    8.82,    8.14,    8.21,  291.20,  303.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1327.5,  1375.5,  866.32,   16.60,   60.06,       3,       4,       4,    5.93,  197.72,  301.88,    8.81,    8.14,    8.21,  291.18,  303.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1332.5,  1380.5,  865.83,   16.58,   60.08,       3,       4,       4,    5.93,  197.76,  301.92,    8.80,    8.14,    8.20,  291.17,  303.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1337.5,  1385.5,  865.17,   16.56,   60.10,       3,       4,       4,    5.95,  197.84,  301.96,    8.78,    8.13,    8.20,  291.14,  303.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1342.5,  1390.5,  864.60,   16.54,   60.12,       4,       5,       5,    5.96,  197.95,  301.99,    8.77,    8.13,    8.20,  291.12,  303.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1347.5,  1395.5,  864.05,   16.52,   60.14,       4,       5,       5,    5.98,  198.11,  302.03,    8.75,    8.13,    8.20,  291.10,  303.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1352.5,  1400.5,  863.49,   16.50,   60.16,       4,       5,       5,    6.00,  198.35,  302.06,    8.74,    8.13,    8.19,  291.08,  303.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1357.5,  1405.5,  863.12,   16.48,   60.18,       4,       5,       5,    6.01,  198.50,  302.09,    8.73,    8.13,    8.19,  291.07,  303.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1362.5,  1410.5,  862.56,   16.47,   60.20,       4,       5,       5,    6.04,  198.85,  302.12,    8.72,    8.13,    8.19,  291.05,  303.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1367.5,  1415.5,  862.00,   16.45,   60.22,       3,       5,       5,    6.06,  199.19,  302.16,    8.71,    8.12,    8.19,  291.03,  303.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1372.5,  1420.5,  861.63,   16.44,   60.24,       3,       5,       5,    6.06,  198.99,  302.19,    8.71,    8.12,    8.19,  291.02,  303.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1377.5,  1425.5,  861.08,   16.42,   60.27,       3,       4,       4,    6.06,  198.68,  302.22,    8.70,    8.12,    8.19,  291.00,  303.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1382.5,  1430.5,  860.53,   16.40,   60.30,       3,       3,       4,    6.07,  198.73,  302.26,    8.69,    8.12,    8.19,  290.98,  303.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1387.5,  1435.5,  860.16,   16.39,   60.32,       2,       3,       3,    6.08,  198.87,  302.28,    8.68,    8.12,    8.19,  290.97,  303.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1392.5,  1440.5,  859.61,   16.37,   60.35,       2,       2,       3,    6.09,  199.04,  302.32,    8.67,    8.12,    8.19,  290.95,  303.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1397.5,  1445.5,  859.06,   16.35,   60.38,       2,       2,       4,    6.10,  199.08,  302.35,    8.66,    8.12,    8.19,  290.93,  303.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1402.5,  1450.5,  858.52,   16.33,   60.42,       2,       3,       4,    6.12,  199.13,  302.39,    8.65,    8.12,    8.19,  290.91,  303.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1407.5,  1455.5,  858.00,   16.31,   60.45,       2,       3,       4,    6.14,  199.01,  302.42,    8.63,    8.12,    8.19,  290.89,  303.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1412.5,  1460.5,  857.65,   16.29,   60.47,       2,       3,       4,    6.15,  198.88,  302.44,    8.63,    8.12,    8.18,  290.87,  303.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1417.5,  1465.5,  857.20,   16.28,   60.50,       2,       3,       4,    6.16,  198.75,  302.47,    8.62,    8.12,    8.18,  290.86,  303.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1422.5,  1470.5,  856.56,   16.26,   60.52,       2,       3,       4,    6.19,  199.35,  302.51,    8.61,    8.12,    8.18,  290.84,  304.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1427.5,  1475.5,  856.09,   16.24,   60.55,       2,       3,       4,    6.21,  199.25,  302.54,    8.60,    8.12,    8.18,  290.83,  304.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1432.5,  1480.5,  855.56,   16.22,   60.59,       2,       3,       3,    6.23,  199.11,  302.57,    8.58,    8.11,    8.18,  290.80,  304.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1437.5,  1485.5,  855.01,   16.19,   60.63,       2,       3,       3,    6.24,  198.88,  302.59,    8.57,    8.11,    8.18,  290.77,  304.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1442.5,  1490.5,  854.46,   16.16,   60.67,       3,       3,       3,    6.26,  198.62,  302.62,    8.55,    8.11,    8.17,  290.74,  304.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1447.5,  1495.5,  853.90,   16.13,   60.72,       3,       3,       3,    6.28,  198.33,  302.64,    8.53,    8.10,    8.17,  290.71,  304.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1452.5,  1500.5,  853.52,   16.10,   60.76,       3,       3,       3,    6.29,  198.13,  302.66,    8.52,    8.10,    8.17,  290.68,  304.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1457.5,  1505.5,  853.09,   16.07,   60.82,       3,       3,       3,    6.32,  197.83,  302.66,    8.50,    8.09,    8.16,  290.65,  304.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1462.5,  1510.5,  852.71,   16.03,   60.88,       3,       4,       4,    6.35,  197.52,  302.67,    8.48,    8.09,    8.15,  290.61,  304.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1467.5,  1515.5,  852.17,   16.01,   60.93,       3,       4,       4,    6.38,  197.25,  302.69,    8.47,    8.08,    8.15,  290.58,  304.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1472.5,  1520.5,  851.53,   15.97,   61.00,       3,       4,       4,    6.39,  197.31,  302.72,    8.45,    8.08,    8.15,  290.54,  304.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1477.5,  1525.5,  850.98,   15.93,   61.08,       3,       4,       4,    6.39,  197.37,  302.73,    8.43,    8.07,    8.14,  290.50,  304.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1482.5,  1530.5,  850.61,   15.90,   61.14,       3,       4,       4,    6.40,  197.41,  302.74,    8.42,    8.07,    8.14,  290.47,  304.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1487.5,  1535.5,  850.06,   15.85,   61.23,       3,       4,       4,    6.41,  197.47,  302.75,    8.40,    8.06,    8.13,  290.42,  304.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1492.5,  1540.5,  849.51,   15.81,   61.33,       3,       4,       4,    6.41,  197.53,  302.76,    8.38,    8.06,    8.12,  290.38,  304.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1497.5,  1545.5,  848.96,   15.76,   61.43,       3,       4,       4,    6.42,  197.59,  302.76,    8.36,    8.05,    8.12,  290.33,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1502.5,  1550.5,  848.42,   15.71,   61.54,       3,       4,       4,    6.43,  197.71,  302.77,    8.34,    8.05,    8.11,  290.28,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1507.5,  1555.5,  848.06,   15.68,   61.62,       3,       4,       4,    6.43,  197.64,  302.77,    8.33,    8.05,    8.11,  290.25,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1512.5,  1560.5,  847.50,   15.63,   61.74,       3,       4,       4,    6.42,  197.52,  302.77,    8.31,    8.04,    8.11,  290.20,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1517.5,  1565.5,  846.93,   15.58,   61.86,       3,       4,       4,    6.41,  197.56,  302.78,    8.29,    8.04,    8.10,  290.15,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1522.5,  1570.5,  846.57,   15.55,   61.95,       3,       4,       4,    6.41,  197.63,  302.78,    8.28,    8.03,    8.10,  290.11,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1527.5,  1575.5,  846.06,   15.49,   62.08,       2,       3,       3,    6.42,  197.40,  302.78,    8.26,    8.03,    8.09,  290.06,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1532.5,  1580.5,  845.48,   15.44,   62.22,       2,       3,       3,    6.41,  197.75,  302.78,    8.24,    8.02,    8.09,  290.00,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1537.5,  1585.5,  845.12,   15.40,   62.32,       2,       3,       3,    6.41,  197.88,  302.78,    8.23,    8.02,    8.09,  289.97,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1542.5,  1590.5,  844.60,   15.35,   62.46,       3,       4,       4,    6.41,  198.07,  302.78,    8.22,    8.02,    8.08,  289.91,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1547.5,  1595.5,  843.97,   15.30,   62.60,       4,       4,       4,    6.42,  198.26,  302.79,    8.20,    8.01,    8.08,  289.86,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1552.5,  1600.5,  843.37,   15.26,   62.70,       4,       4,       4,    6.41,  199.52,  302.81,    8.19,    8.01,    8.08,  289.82,  304.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1557.5,  1605.5,  842.91,   15.22,   62.80,       4,       4,       4,    6.40,  199.81,  302.82,    8.18,    8.01,    8.08,  289.78,  304.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1562.5,  1610.5,  842.55,   15.19,   62.90,       4,       5,       5,    6.39,  200.11,  302.82,    8.17,    8.01,    8.07,  289.75,  304.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1567.5,  1615.5,  842.15,   15.13,   63.06,       4,       5,       5,    6.38,  200.57,  302.80,    8.15,    8.00,    8.07,  289.69,  304.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1572.5,  1620.5,  841.76,   15.08,   63.21,       4,       5,       5,    6.38,  201.08,  302.78,    8.13,    8.00,    8.06,  289.63,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1577.5,  1625.5,  841.11,   15.02,   63.37,       4,       5,       5,    6.35,  201.45,  302.79,    8.12,    8.00,    8.06,  289.58,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1582.5,  1630.5,  840.66,   14.97,   63.53,       5,       6,       6,    6.34,  201.31,  302.78,    8.10,    7.99,    8.06,  289.52,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1587.5,  1635.5,  839.98,   14.91,   63.68,       5,       6,       6,    6.32,  201.94,  302.79,    8.09,    7.99,    8.05,  289.46,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1592.5,  1640.5,  839.54,   14.86,   63.84,       5,       7,       7,    6.29,  202.46,  302.78,    8.07,    7.99,    8.05,  289.41,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1597.5,  1645.5,  839.04,   14.82,   63.94,       5,       7,       7,    6.24,  203.22,  302.79,    8.06,    7.98,    8.05,  289.37,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1602.5,  1650.5,  838.60,   14.77,   64.10,       5,       7,       7,    6.23,  203.70,  302.78,    8.04,    7.98,    8.04,  289.32,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1607.5,  1655.5,  837.96,   14.71,   64.25,       5,       7,       7,    6.16,  204.71,  302.79,    8.03,    7.98,    8.04,  289.26,  304.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1612.5,  1660.5,  837.57,   14.66,   64.41,       5,       6,       7,    6.13,  204.57,  302.77,    8.01,    7.97,    8.04,  289.21,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1617.5,  1665.5,  837.07,   14.60,   64.56,       5,       6,       7,    6.12,  204.51,  302.77,    8.00,    7.97,    8.03,  289.15,  304.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1622.5,  1670.5,  836.60,   14.57,   64.66,       5,       6,       7,    6.11,  204.50,  302.78,    7.99,    7.97,    8.03,  289.12,  304.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1627.5,  1675.5,  836.12,   14.53,   64.76,       5,       6,       6,    6.10,  204.49,  302.79,    7.98,    7.97,    8.03,  289.08,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1632.5,  1680.5,  835.68,   14.50,   64.86,       5,       6,       6,    6.09,  204.48,  302.80,    7.97,    7.96,    8.03,  289.05,  304.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1637.5,  1685.5,  835.12,   14.45,   65.01,       5,       6,       6,    6.08,  204.48,  302.81,    7.95,    7.96,    8.03,  288.99,  304.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1642.5,  1690.5,  834.59,   14.40,   65.15,       5,       6,       6,    6.07,  204.48,  302.81,    7.93,    7.96,    8.02,  288.94,  304.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1647.5,  1695.5,  834.23,   14.36,   65.25,       5,       6,       6,    6.07,  204.47,  302.81,    7.92,    7.96,    8.02,  288.91,  304.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1652.5,  1700.5,  833.70,   14.31,   65.39,       4,       5,       5,    6.06,  204.47,  302.81,    7.91,    7.95,    8.02,  288.86,  304.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1657.5,  1705.5,  833.16,   14.27,   65.52,       4,       5,       5,    6.05,  204.47,  302.82,    7.89,    7.95,    8.01,  288.81,  304.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1662.5,  1710.5,  832.63,   14.22,   65.66,       4,       5,       5,    6.04,  204.46,  302.82,    7.88,    7.95,    8.01,  288.76,  304.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1667.5,  1715.5,  832.06,   14.17,   65.79,       4,       5,       5,    6.03,  204.46,  302.84,    7.86,    7.94,    8.01,  288.72,  304.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1672.5,  1720.5,  831.54,   14.14,   65.88,       4,       5,       5,    6.02,  204.69,  302.86,    7.85,    7.94,    8.01,  288.68,  304.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1677.5,  1725.5,  831.06,   14.11,   65.96,       3,       5,       5,    6.00,  204.93,  302.88,    7.85,    7.94,    8.01,  288.65,  304.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1682.5,  1730.5,  830.64,   14.07,   66.09,       4,       6,       6,    6.00,  205.59,  302.87,    7.83,    7.94,    8.00,  288.61,  304.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1687.5,  1735.5,  830.27,   14.02,   66.21,       4,       6,       6,    5.99,  206.24,  302.86,    7.82,    7.94,    8.00,  288.56,  304.33,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1692.5,  1740.5,  829.77,   13.98,   66.34,       4,       6,       6,    5.95,  207.20,  302.87,    7.80,    7.93,    8.00,  288.52,  304.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1697.5,  1745.5,  829.22,   13.94,   66.46,       4,       6,       6,    5.95,  207.58,  302.88,    7.79,    7.93,    7.99,  288.47,  304.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1702.5,  1750.5,  828.76,   13.91,   66.54,       4,       6,       6,    5.95,  207.82,  302.90,    7.78,    7.93,    7.99,  288.45,  304.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1707.5,  1755.5,  828.21,   13.88,   66.62,       5,       7,       7,    5.92,  209.90,  302.93,    7.77,    7.93,    7.99,  288.42,  304.39,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1712.5,  1760.5,  827.83,   13.83,   66.74,       6,       8,       8,    5.90,  210.64,  302.92,    7.75,    7.93,    7.99,  288.37,  304.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1717.5,  1765.5,  827.26,   13.78,   66.90,       6,       8,       8,    5.89,  211.10,  302.92,    7.73,    7.92,    7.98,  288.31,  304.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1722.5,  1770.5,  826.62,   13.73,   67.02,       5,       7,       7,    5.88,  211.30,  302.94,    7.72,    7.92,    7.98,  288.27,  304.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1727.5,  1775.5,  826.06,   13.71,   67.10,       5,       7,       7,    5.84,  212.65,  302.97,    7.71,    7.92,    7.98,  288.24,  304.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1732.5,  1780.5,  825.69,   13.66,   67.22,       5,       8,       8,    5.83,  213.61,  302.96,    7.69,    7.91,    7.98,  288.20,  304.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1737.5,  1785.5,  825.31,   13.62,   67.34,       5,       8,       8,    5.82,  214.23,  302.96,    7.68,    7.91,    7.97,  288.15,  304.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1742.5,  1790.5,  824.95,   13.59,   67.42,       5,       7,       7,    5.81,  214.51,  302.96,    7.67,    7.91,    7.97,  288.12,  304.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1747.5,  1795.5,  824.50,   13.56,   67.50,       5,       7,       7,    5.80,  214.80,  302.98,    7.66,    7.90,    7.97,  288.09,  304.44,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1752.5,  1800.5,  823.89,   13.53,   67.58,       5,       6,       6,    5.80,  215.44,  303.01,    7.64,    7.90,    7.97,  288.06,  304.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1757.5,  1805.5,  823.44,   13.50,   67.66,       5,       6,       6,    5.79,  215.70,  303.02,    7.63,    7.90,    7.96,  288.03,  304.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1762.5,  1810.5,  822.92,   13.45,   67.78,       5,       6,       6,    5.77,  216.09,  303.03,    7.61,    7.90,    7.96,  287.98,  304.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1767.5,  1815.5,  822.40,   13.40,   67.90,       5,       6,       6,    5.78,  216.44,  303.03,    7.59,    7.89,    7.95,  287.93,  304.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1772.5,  1820.5,  821.87,   13.35,   68.03,       4,       5,       5,    5.79,  216.76,  303.04,    7.58,    7.89,    7.95,  287.88,  304.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1777.5,  1825.5,  821.35,   13.31,   68.15,       4,       5,       5,    5.79,  217.01,  303.04,    7.55,    7.88,    7.94,  287.83,  304.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1782.5,  1830.5,  820.99,   13.27,   68.23,       4,       5,       6,    5.78,  217.15,  303.04,    7.54,    7.88,    7.94,  287.80,  304.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1787.5,  1835.5,  820.46,   13.22,   68.35,       5,       6,       6,    5.78,  217.36,  303.05,    7.52,    7.87,    7.93,  287.75,  304.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1792.5,  1840.5,  819.93,   13.17,   68.47,       5,       6,       7,    5.78,  217.56,  303.05,    7.50,    7.86,    7.92,  287.70,  304.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
