     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
     agl,     asl,       P,       T,      RH,     PM1,    PM25,    PM10,      ws,      wd,   theta,      Td,       q,    mixR,      Tv,  thetav,      O3,      CO,     SO2,     NO2,     NH3,     H2S,    TVOC
   552.5,   600.5,  947.56,   21.85,   63.09,      13,      26,      28,    2.91,  313.93,  299.58,   14.50,   10.84,   10.96,  296.95,  301.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   557.5,   605.5,  947.10,   21.81,   63.14,      13,      27,      30,    2.81,  312.48,  299.58,   14.48,   10.83,   10.95,  296.91,  301.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   562.5,   610.5,  946.51,   21.78,   63.18,      13,      27,      30,    2.61,  311.26,  299.60,   14.46,   10.83,   10.94,  296.88,  301.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   567.5,   615.5,  946.01,   21.73,   63.23,      13,      27,      30,    2.48,  311.19,  299.60,   14.43,   10.81,   10.93,  296.83,  301.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   572.5,   620.5,  945.30,   21.69,   63.29,      13,      27,      30,    2.42,  305.68,  299.62,   14.40,   10.80,   10.92,  296.78,  301.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   577.5,   625.5,  944.91,   21.64,   63.34,      13,      27,      30,    2.37,  306.95,  299.61,   14.37,   10.78,   10.90,  296.73,  301.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   582.5,   630.5,  944.42,   21.60,   63.40,      13,      27,      30,    2.35,  307.28,  299.61,   14.34,   10.77,   10.88,  296.68,  301.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   587.5,   635.5,  943.95,   21.57,   63.43,      13,      27,      30,    2.35,  307.17,  299.62,   14.32,   10.76,   10.87,  296.65,  301.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   592.5,   640.5,  943.47,   21.53,   63.47,      13,      27,      30,    2.35,  307.05,  299.63,   14.30,   10.75,   10.86,  296.62,  301.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   597.5,   645.5,  942.77,   21.49,   63.52,      13,      27,      30,    2.34,  306.87,  299.64,   14.27,   10.73,   10.85,  296.57,  301.61,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   602.5,   650.5,  942.07,   21.44,   63.57,      13,      27,      30,    2.33,  306.69,  299.66,   14.23,   10.72,   10.83,  296.51,  301.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   607.5,   655.5,  941.62,   21.41,   63.60,      13,      27,      30,    2.33,  306.57,  299.67,   14.21,   10.71,   10.82,  296.48,  301.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   612.5,   660.5,  941.22,   21.37,   63.64,      14,      27,      30,    2.34,  307.06,  299.67,   14.19,   10.70,   10.81,  296.45,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   617.5,   665.5,  940.65,   21.33,   63.69,      16,      27,      29,    2.34,  307.77,  299.67,   14.16,   10.68,   10.79,  296.39,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   622.5,   670.5,  940.10,   21.28,   63.73,      16,      27,      29,    2.11,  307.69,  299.68,   14.12,   10.66,   10.78,  296.34,  301.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   627.5,   675.5,  939.49,   21.23,   63.78,      16,      27,      29,    1.96,  302.79,  299.68,   14.09,   10.65,   10.76,  296.29,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   632.5,   680.5,  938.88,   21.18,   63.83,      16,      27,      29,    1.62,  294.90,  299.69,   14.05,   10.63,   10.74,  296.24,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   637.5,   685.5,  938.49,   21.15,   63.86,      16,      27,      29,    1.53,  285.08,  299.69,   14.03,   10.62,   10.73,  296.21,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   642.5,   690.5,  937.91,   21.10,   63.91,      16,      27,      29,    1.48,  269.64,  299.70,   14.00,   10.60,   10.72,  296.16,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   647.5,   695.5,  937.36,   21.06,   63.95,      16,      27,      29,    1.52,  259.81,  299.70,   13.96,   10.58,   10.70,  296.10,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   652.5,   700.5,  936.81,   21.01,   64.00,      16,      27,      29,    1.58,  251.33,  299.70,   13.93,   10.57,   10.68,  296.05,  301.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   657.5,   705.5,  936.18,   20.96,   64.05,      17,      28,      31,    1.59,  245.57,  299.71,   13.90,   10.55,   10.67,  296.01,  301.64,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   662.5,   710.5,  935.72,   20.93,   64.09,      17,      30,      33,    1.59,  242.35,  299.72,   13.88,   10.55,   10.66,  295.97,  301.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   667.5,   715.5,  935.25,   20.90,   64.12,      18,      31,      35,    1.59,  239.12,  299.74,   13.86,   10.54,   10.65,  295.94,  301.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   672.5,   720.5,  934.80,   20.87,   64.16,      18,      33,      37,    1.59,  235.90,  299.75,   13.84,   10.53,   10.64,  295.91,  301.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   677.5,   725.5,  934.33,   20.84,   64.19,      19,      34,      39,    1.59,  232.70,  299.76,   13.82,   10.52,   10.63,  295.88,  301.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   682.5,   730.5,  933.67,   20.80,   64.25,      20,      36,      42,    1.60,  228.00,  299.77,   13.79,   10.51,   10.62,  295.83,  301.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   687.5,   735.5,  933.14,   20.74,   64.33,      20,      37,      43,    1.70,  218.49,  299.76,   13.75,   10.49,   10.60,  295.77,  301.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   692.5,   740.5,  932.44,   20.69,   64.39,      20,      37,      43,    1.88,  205.67,  299.78,   13.73,   10.48,   10.59,  295.72,  301.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   697.5,   745.5,  931.96,   20.65,   64.46,      20,      37,      43,    1.99,  199.86,  299.78,   13.70,   10.46,   10.57,  295.67,  301.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   702.5,   750.5,  931.23,   20.60,   64.53,      20,      37,      43,    2.20,  194.68,  299.80,   13.67,   10.45,   10.56,  295.62,  301.71,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   707.5,   755.5,  930.75,   20.57,   64.58,      21,      38,      44,    2.18,  194.72,  299.81,   13.66,   10.45,   10.56,  295.59,  301.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   712.5,   760.5,  930.36,   20.54,   64.63,      21,      39,      46,    2.17,  194.74,  299.82,   13.64,   10.44,   10.55,  295.56,  301.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   717.5,   765.5,  929.80,   20.49,   64.70,      22,      40,      47,    2.15,  194.56,  299.82,   13.61,   10.43,   10.54,  295.51,  301.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   722.5,   770.5,  929.22,   20.45,   64.78,      22,      40,      47,    2.14,  193.94,  299.83,   13.59,   10.42,   10.53,  295.46,  301.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   727.5,   775.5,  928.83,   20.42,   64.84,      22,      40,      47,    2.13,  193.53,  299.83,   13.57,   10.41,   10.52,  295.43,  301.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   732.5,   780.5,  928.25,   20.37,   64.92,      22,      40,      47,    2.12,  195.57,  299.84,   13.55,   10.40,   10.51,  295.38,  301.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   737.5,   785.5,  927.69,   20.32,   65.00,      22,      40,      47,    2.11,  197.66,  299.84,   13.52,   10.39,   10.50,  295.34,  301.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   742.5,   790.5,  927.12,   20.28,   65.09,      22,      40,      47,    2.10,  193.78,  299.85,   13.50,   10.38,   10.49,  295.29,  301.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   747.5,   795.5,  926.50,   20.24,   65.17,      22,      40,      47,    2.20,  189.48,  299.86,   13.48,   10.37,   10.48,  295.24,  301.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   752.5,   800.5,  926.14,   20.21,   65.23,      22,      40,      47,    2.29,  191.93,  299.86,   13.46,   10.37,   10.48,  295.21,  301.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   757.5,   805.5,  925.58,   20.16,   65.31,      22,      40,      48,    2.31,  191.08,  299.87,   13.44,   10.36,   10.47,  295.17,  301.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   762.5,   810.5,  925.01,   20.12,   65.39,      22,      40,      48,    2.33,  190.27,  299.88,   13.42,   10.35,   10.46,  295.12,  301.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   767.5,   815.5,  924.44,   20.07,   65.48,      23,      40,      49,    2.35,  189.48,  299.89,   13.40,   10.34,   10.45,  295.07,  301.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   772.5,   820.5,  923.87,   20.03,   65.56,      23,      40,      50,    2.36,  188.71,  299.90,   13.38,   10.33,   10.44,  295.03,  301.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   777.5,   825.5,  923.47,   20.00,   65.62,      23,      40,      50,    2.38,  188.39,  299.90,   13.36,   10.33,   10.44,  295.00,  301.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   782.5,   830.5,  922.87,   19.95,   65.70,      23,      41,      51,    2.42,  187.94,  299.91,   13.34,   10.32,   10.43,  294.95,  301.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   835.5,  922.31,   19.91,   65.78,      23,      41,      51,    2.42,  189.16,  299.92,   13.31,   10.31,   10.42,  294.90,  301.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   792.5,   840.5,  921.77,   19.86,   65.86,      23,      40,      50,    2.42,  191.22,  299.92,   13.29,   10.30,   10.40,  294.85,  301.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   797.5,   845.5,  921.20,   19.81,   65.93,      23,      39,      49,    2.44,  189.07,  299.92,   13.26,   10.29,   10.39,  294.80,  301.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   802.5,   850.5,  920.81,   19.78,   65.98,      22,      39,      48,    2.47,  186.36,  299.93,   13.24,   10.28,   10.38,  294.77,  301.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   807.5,   855.5,  920.33,   19.75,   66.02,      22,      38,      47,    2.50,  183.77,  299.94,   13.22,   10.27,   10.37,  294.74,  301.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   812.5,   860.5,  919.72,   19.72,   66.06,      22,      38,      47,    2.73,  181.76,  299.96,   13.20,   10.26,   10.37,  294.70,  301.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   817.5,   865.5,  919.22,   19.69,   66.10,      22,      37,      45,    2.75,  178.73,  299.98,   13.17,   10.25,   10.36,  294.67,  301.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   822.5,   870.5,  918.64,   19.64,   66.14,      21,      36,      43,    2.78,  174.33,  299.98,   13.14,   10.23,   10.34,  294.62,  301.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   827.5,   875.5,  918.16,   19.58,   66.17,      22,      35,      43,    2.90,  166.02,  299.97,   13.09,   10.21,   10.31,  294.55,  301.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   832.5,   880.5,  917.65,   19.54,   66.17,      22,      35,      42,    2.98,  161.66,  299.97,   13.05,   10.19,   10.29,  294.51,  301.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   837.5,   885.5,  917.17,   19.51,   66.16,      22,      35,      42,    3.03,  159.52,  299.99,   13.02,   10.17,   10.28,  294.48,  301.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   842.5,   890.5,  916.46,   19.48,   66.12,      21,      35,      40,    3.10,  156.55,  300.02,   12.98,   10.15,   10.26,  294.44,  301.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   847.5,   895.5,  915.84,   19.45,   66.05,      21,      35,      40,    3.14,  154.17,  300.05,   12.94,   10.13,   10.24,  294.41,  301.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   852.5,   900.5,  915.46,   19.43,   65.99,      21,      35,      41,    3.16,  152.77,  300.07,   12.91,   10.12,   10.22,  294.39,  301.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   857.5,   905.5,  914.90,   19.42,   65.87,      21,      34,      41,    3.19,  150.73,  300.10,   12.86,   10.09,   10.20,  294.37,  301.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   862.5,   910.5,  914.33,   19.41,   65.71,      21,      34,      42,    3.23,  148.76,  300.15,   12.82,   10.07,   10.17,  294.35,  301.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   867.5,   915.5,  913.78,   19.40,   65.52,      21,      34,      42,    3.38,  143.53,  300.19,   12.77,   10.04,   10.14,  294.35,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   872.5,   920.5,  913.22,   19.41,   65.29,      21,      34,      42,    3.64,  138.13,  300.25,   12.72,   10.02,   10.12,  294.34,  302.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   877.5,   925.5,  912.84,   19.41,   65.13,      21,      34,      42,    3.76,  136.62,  300.29,   12.69,   10.00,   10.10,  294.35,  302.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   882.5,   930.5,  912.27,   19.42,   64.85,      21,      34,      42,    4.02,  135.85,  300.36,   12.63,    9.97,   10.07,  294.35,  302.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   887.5,   935.5,  911.65,   19.44,   64.55,      21,      34,      42,    4.19,  135.03,  300.43,   12.58,    9.94,   10.04,  294.36,  302.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   892.5,   940.5,  911.28,   19.45,   64.35,      21,      34,      42,    4.36,  136.80,  300.48,   12.54,    9.92,   10.02,  294.37,  302.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   897.5,   945.5,  910.71,   19.46,   64.02,      21,      34,      42,    4.42,  138.12,  300.55,   12.47,    9.88,    9.98,  294.38,  302.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   950.5,  910.16,   19.48,   63.69,      21,      34,      42,    4.58,  144.03,  300.61,   12.41,    9.85,    9.94,  294.38,  302.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   907.5,   955.5,  909.55,   19.49,   63.36,      19,      32,      38,    4.66,  147.24,  300.68,   12.34,    9.81,    9.90,  294.39,  302.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   912.5,   960.5,  908.96,   19.49,   63.03,      18,      31,      35,    4.70,  149.37,  300.74,   12.26,    9.77,    9.86,  294.39,  302.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   917.5,   965.5,  908.58,   19.49,   62.81,      17,      29,      33,    4.72,  150.46,  300.78,   12.21,    9.74,    9.83,  294.38,  302.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   922.5,   970.5,  908.04,   19.49,   62.49,      16,      28,      31,    4.75,  153.23,  300.83,   12.13,    9.69,    9.79,  294.37,  302.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   927.5,   975.5,  907.48,   19.48,   62.18,      15,      26,      29,    4.76,  157.24,  300.87,   12.05,    9.65,    9.74,  294.35,  302.64,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   932.5,   980.5,  906.90,   19.47,   61.88,      14,      24,      26,    4.78,  160.71,  300.92,   11.96,    9.60,    9.69,  294.33,  302.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   937.5,   985.5,  906.32,   19.46,   61.59,      12,      21,      23,    4.79,  163.25,  300.96,   11.88,    9.55,    9.64,  294.31,  302.71,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   942.5,   990.5,  905.94,   19.45,   61.40,      11,      20,      22,    4.80,  164.64,  300.98,   11.82,    9.52,    9.61,  294.29,  302.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   947.5,   995.5,  905.37,   19.43,   61.12,      10,      18,      20,    4.81,  166.34,  301.01,   11.74,    9.47,    9.56,  294.27,  302.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   952.5,  1000.5,  904.81,   19.41,   60.86,      10,      17,      19,    4.81,  167.29,  301.05,   11.65,    9.42,    9.51,  294.24,  302.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   957.5,  1005.5,  904.26,   19.38,   60.60,      10,      17,      19,    4.82,  168.23,  301.08,   11.57,    9.38,    9.46,  294.21,  302.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   962.5,  1010.5,  903.71,   19.36,   60.35,      10,      16,      18,    4.82,  169.17,  301.11,   11.48,    9.33,    9.42,  294.18,  302.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   967.5,  1015.5,  903.23,   19.35,   60.18,      10,      16,      18,    4.83,  169.79,  301.14,   11.42,    9.30,    9.39,  294.16,  302.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   972.5,  1020.5,  902.63,   19.33,   60.02,      10,      17,      19,    4.88,  173.23,  301.18,   11.37,    9.27,    9.36,  294.13,  302.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   977.5,  1025.5,  902.18,   19.31,   59.78,      10,      17,      19,    4.89,  176.68,  301.20,   11.29,    9.23,    9.31,  294.10,  302.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   982.5,  1030.5,  901.50,   19.28,   59.54,      10,      17,      19,    4.92,  180.07,  301.23,   11.20,    9.18,    9.27,  294.07,  302.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,  1035.5,  901.20,   19.26,   59.39,       9,      18,      19,    4.91,  181.23,  301.25,   11.15,    9.15,    9.24,  294.05,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,  1040.5,  900.91,   19.25,   59.24,       9,      18,      19,    4.90,  182.41,  301.25,   11.09,    9.12,    9.20,  294.02,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,  1045.5,  900.35,   19.23,   59.09,       9,      17,      18,    4.93,  184.51,  301.29,   11.04,    9.09,    9.18,  294.00,  302.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1050.5,  899.69,   19.20,   58.88,       8,      16,      17,    4.95,  184.90,  301.32,   10.96,    9.05,    9.13,  293.96,  302.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1055.5,  899.12,   19.17,   58.68,       8,      16,      16,    4.97,  185.28,  301.34,   10.87,    9.01,    9.09,  293.92,  303.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1060.5,  898.56,   19.13,   58.49,       8,      15,      16,    4.99,  185.65,  301.36,   10.79,    8.96,    9.05,  293.88,  303.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1065.5,  897.99,   19.09,   58.32,       7,      14,      15,    5.01,  186.02,  301.38,   10.71,    8.92,    9.00,  293.83,  303.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1070.5,  897.62,   19.07,   58.22,       7,      13,      14,    5.03,  186.31,  301.38,   10.66,    8.90,    8.98,  293.80,  303.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1075.5,  897.06,   19.02,   58.07,       6,      11,      12,    5.05,  186.73,  301.39,   10.58,    8.86,    8.93,  293.75,  303.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1080.5,  896.50,   18.98,   57.95,       6,       9,      10,    5.07,  187.15,  301.40,   10.51,    8.82,    8.89,  293.70,  303.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1085.5,  895.94,   18.93,   57.84,       5,       8,       8,    5.09,  187.56,  301.40,   10.44,    8.78,    8.86,  293.64,  303.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1090.5,  895.38,   18.88,   57.75,       5,       7,       7,    5.11,  187.71,  301.41,   10.37,    8.74,    8.82,  293.59,  303.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1095.5,  895.01,   18.84,   57.70,       4,       6,       6,    5.13,  187.72,  301.40,   10.32,    8.72,    8.80,  293.55,  303.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1100.5,  894.48,   18.79,   57.65,       4,       6,       6,    5.17,  188.17,  301.40,   10.26,    8.69,    8.76,  293.49,  303.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1105.5,  893.75,   18.73,   57.61,       4,       6,       6,    5.22,  188.90,  301.41,   10.19,    8.66,    8.73,  293.42,  303.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1110.5,  893.21,   18.69,   57.59,       5,       6,       6,    5.25,  189.19,  301.42,   10.15,    8.64,    8.72,  293.38,  303.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1115.5,  892.75,   18.64,   57.59,       5,       6,       6,    5.26,  189.12,  301.41,   10.10,    8.61,    8.69,  293.32,  302.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1120.5,  892.36,   18.58,   57.59,       4,       6,       6,    5.27,  189.06,  301.39,   10.04,    8.59,    8.66,  293.26,  302.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1125.5,  891.89,   18.52,   57.62,       4,       6,       6,    5.28,  189.03,  301.37,    9.99,    8.56,    8.64,  293.19,  302.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1130.5,  891.32,   18.46,   57.65,       4,       6,       6,    5.28,  189.07,  301.36,    9.95,    8.54,    8.61,  293.13,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1135.5,  890.75,   18.40,   57.70,       5,       6,       6,    5.29,  189.11,  301.36,    9.90,    8.52,    8.59,  293.06,  302.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1140.5,  890.17,   18.34,   57.76,       5,       6,       6,    5.29,  189.15,  301.35,    9.86,    8.50,    8.58,  293.00,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1145.5,  889.68,   18.30,   57.80,       5,       6,       6,    5.30,  189.17,  301.36,    9.84,    8.49,    8.56,  292.96,  302.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1150.5,  889.10,   18.26,   57.85,       5,       6,       7,    5.32,  189.51,  301.37,    9.81,    8.48,    8.56,  292.92,  302.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1155.5,  888.66,   18.20,   57.93,       5,       6,       7,    5.33,  189.57,  301.35,    9.78,    8.47,    8.54,  292.85,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1160.5,  887.99,   18.14,   58.01,       5,       6,       7,    5.32,  190.44,  301.36,    9.74,    8.45,    8.53,  292.79,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1165.5,  887.69,   18.10,   58.07,       5,       6,       7,    5.31,  190.76,  301.35,    9.72,    8.45,    8.52,  292.75,  302.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1170.5,  887.38,   18.06,   58.12,       5,       6,       7,    5.31,  191.09,  301.34,    9.70,    8.44,    8.51,  292.71,  302.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1175.5,  886.71,   18.01,   58.21,       5,       6,       7,    5.30,  191.04,  301.35,    9.67,    8.43,    8.50,  292.65,  302.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1180.5,  886.21,   17.94,   58.33,       5,       6,       7,    5.30,  191.55,  301.32,    9.63,    8.41,    8.48,  292.58,  302.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1185.5,  885.69,   17.88,   58.42,       5,       6,       6,    5.30,  191.77,  301.32,    9.61,    8.40,    8.47,  292.53,  302.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1190.5,  885.21,   17.85,   58.48,       5,       6,       6,    5.31,  191.92,  301.33,    9.59,    8.40,    8.47,  292.49,  302.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1195.5,  884.58,   17.82,   58.54,       5,       6,       7,    5.30,  192.28,  301.35,    9.57,    8.39,    8.46,  292.46,  302.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1200.5,  884.11,   17.78,   58.59,       5,       6,       7,    5.30,  192.55,  301.37,    9.56,    8.39,    8.46,  292.42,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1205.5,  883.55,   17.73,   58.68,       4,       6,       6,    5.30,  192.96,  301.37,    9.53,    8.38,    8.45,  292.37,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1210.5,  883.03,   17.69,   58.77,       4,       6,       6,    5.29,  192.72,  301.37,    9.51,    8.37,    8.44,  292.32,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1215.5,  882.45,   17.64,   58.85,       4,       6,       6,    5.31,  193.23,  301.38,    9.49,    8.36,    8.43,  292.27,  302.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1220.5,  881.86,   17.59,   58.93,       4,       6,       6,    5.32,  193.68,  301.38,    9.46,    8.35,    8.42,  292.22,  302.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
