     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
   622.5,   670.5,  943.44,   16.16,   81.34,      24,      42,      57,    4.04,  171.40,  294.17,   12.96,    9.84,    9.94,  291.05,  295.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   627.5,   675.5,  942.83,   16.12,   81.60,      24,      42,      57,    4.06,  171.28,  294.18,   12.96,    9.85,    9.95,  291.00,  295.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   632.5,   680.5,  942.43,   16.09,   81.77,      24,      42,      57,    4.07,  171.20,  294.18,   12.97,    9.86,    9.96,  290.98,  295.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   637.5,   685.5,  941.84,   16.04,   82.03,      24,      42,      57,    4.09,  171.21,  294.19,   12.97,    9.87,    9.97,  290.93,  295.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   642.5,   690.5,  941.25,   16.00,   82.30,      24,      42,      57,    4.11,  171.22,  294.20,   12.98,    9.88,    9.98,  290.89,  295.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   647.5,   695.5,  940.63,   15.96,   82.57,      24,      42,      57,    4.14,  171.06,  294.21,   12.99,    9.89,    9.99,  290.85,  295.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   652.5,   700.5,  939.88,   15.91,   82.85,      24,      42,      57,    4.16,  170.90,  294.23,   13.00,    9.91,   10.00,  290.81,  296.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   657.5,   705.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   662.5,   710.5,  939.18,   15.88,   83.04,      24,      42,      57,    4.17,  170.70,  294.27,   13.00,    9.92,   10.02,  290.78,  296.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   667.5,   715.5,  938.48,   15.84,   83.32,      24,      42,      58,    4.20,  170.79,  294.28,   13.01,    9.93,   10.03,  290.74,  296.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   672.5,   720.5,  937.86,   15.77,   83.71,      23,      43,      58,    4.23,  170.82,  294.27,   13.02,    9.94,   10.04,  290.68,  296.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   677.5,   725.5,  937.43,   15.73,   84.01,      23,      43,      58,    4.24,  170.61,  294.26,   13.03,    9.95,   10.05,  290.63,  296.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   682.5,   730.5,  936.84,   15.69,   84.21,      23,      43,      58,    4.28,  171.23,  294.28,   13.03,    9.96,   10.06,  290.60,  296.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   687.5,   735.5,  936.40,   15.64,   84.52,      23,      43,      58,    4.29,  171.94,  294.27,   13.04,    9.97,   10.07,  290.55,  296.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   692.5,   740.5,  935.76,   15.58,   84.92,      23,      43,      58,    4.31,  172.10,  294.26,   13.05,    9.98,   10.08,  290.48,  296.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   697.5,   745.5,  935.05,   15.53,   85.23,      23,      43,      58,    4.32,  172.03,  294.27,   13.05,    9.99,   10.09,  290.44,  296.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   702.5,   750.5,  934.36,   15.49,   85.43,      23,      43,      58,    4.35,  172.39,  294.30,   13.06,   10.00,   10.10,  290.40,  296.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   707.5,   755.5,  933.85,   15.46,   85.63,      23,      43,      58,    4.35,  172.49,  294.31,   13.06,   10.01,   10.11,  290.37,  296.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   712.5,   760.5,  933.45,   15.42,   85.83,      22,      42,      59,    4.35,  172.60,  294.31,   13.06,   10.02,   10.12,  290.34,  296.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   717.5,   765.5,  933.05,   15.39,   86.03,      22,      42,      59,    4.34,  172.71,  294.32,   13.06,   10.02,   10.12,  290.30,  296.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   722.5,   770.5,  932.44,   15.34,   86.32,      22,      42,      59,    4.35,  172.95,  294.32,   13.06,   10.03,   10.13,  290.25,  296.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   727.5,   775.5,  931.83,   15.29,   86.60,      22,      42,      59,    4.35,  173.20,  294.32,   13.07,   10.04,   10.14,  290.20,  296.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   732.5,   780.5,  931.41,   15.26,   86.78,      22,      42,      59,    4.35,  173.28,  294.33,   13.07,   10.04,   10.14,  290.17,  296.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   737.5,   785.5,  930.78,   15.21,   87.04,      22,      42,      59,    4.35,  173.41,  294.34,   13.06,   10.05,   10.15,  290.13,  296.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   742.5,   790.5,  930.20,   15.16,   87.30,      22,      42,      59,    4.41,  173.81,  294.34,   13.06,   10.05,   10.15,  290.08,  296.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   747.5,   795.5,  929.79,   15.13,   87.45,      22,      42,      59,    4.44,  173.55,  294.35,   13.06,   10.05,   10.16,  290.05,  296.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   752.5,   800.5,  929.19,   15.09,   87.68,      22,      42,      59,    4.50,  173.29,  294.36,   13.06,   10.06,   10.16,  290.01,  296.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   757.5,   805.5,  928.60,   15.05,   87.89,      22,      42,      59,    4.57,  173.11,  294.37,   13.05,   10.06,   10.16,  289.96,  296.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   762.5,   810.5,  927.98,   15.01,   88.08,      22,      44,      60,    4.63,  172.55,  294.38,   13.05,   10.06,   10.17,  289.93,  296.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   767.5,   815.5,  927.40,   14.97,   88.25,      23,      46,      60,    4.68,  171.99,  294.40,   13.04,   10.07,   10.17,  289.89,  296.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   772.5,   820.5,  927.00,   14.95,   88.35,      23,      46,      60,    4.69,  171.81,  294.41,   13.04,   10.07,   10.17,  289.87,  296.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   777.5,   825.5,  926.39,   14.91,   88.48,      23,      46,      60,    4.71,  171.48,  294.43,   13.03,   10.07,   10.17,  289.83,  296.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   782.5,   830.5,  925.78,   14.88,   88.60,      23,      46,      60,    4.73,  171.07,  294.46,   13.02,   10.07,   10.17,  289.80,  296.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   835.5,  925.37,   14.87,   88.66,      23,      46,      60,    4.74,  170.80,  294.48,   13.01,   10.07,   10.17,  289.79,  296.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   792.5,   840.5,  924.78,   14.84,   88.73,      23,      46,      60,    4.76,  170.83,  294.50,   13.00,   10.07,   10.17,  289.76,  296.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   797.5,   845.5,  924.07,   14.82,   88.78,      23,      46,      60,    4.78,  170.86,  294.55,   12.98,   10.07,   10.17,  289.74,  296.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   802.5,   850.5,  923.43,   14.81,   88.81,      23,      46,      60,    4.79,  170.03,  294.59,   12.98,   10.07,   10.17,  289.72,  296.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   807.5,   855.5,  923.08,   14.79,   88.82,      23,      46,      60,    4.79,  169.55,  294.61,   12.97,   10.06,   10.17,  289.71,  296.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   812.5,   860.5,  922.70,   14.78,   88.82,      23,      46,      60,    4.79,  168.77,  294.63,   12.95,   10.06,   10.16,  289.69,  296.44,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   817.5,   865.5,  922.14,   14.76,   88.80,      23,      46,      60,    4.78,  167.88,  294.66,   12.93,   10.05,   10.15,  289.68,  296.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   822.5,   870.5,  921.64,   14.75,   88.78,      23,      46,      60,    4.78,  167.28,  294.70,   12.92,   10.05,   10.15,  289.67,  296.51,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   827.5,   875.5,  920.87,   14.74,   88.73,      22,      40,      55,    4.73,  165.20,  294.76,   12.90,   10.04,   10.15,  289.65,  296.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   832.5,   880.5,  920.50,   14.73,   88.67,      22,      40,      55,    4.70,  163.82,  294.78,   12.88,   10.03,   10.14,  289.64,  296.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   837.5,   885.5,  920.07,   14.72,   88.62,      22,      40,      55,    4.69,  163.31,  294.81,   12.86,   10.03,   10.13,  289.63,  296.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   842.5,   890.5,  919.54,   14.72,   88.56,      22,      40,      55,    4.69,  162.81,  294.86,   12.85,   10.02,   10.13,  289.63,  296.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   847.5,   895.5,  919.01,   14.71,   88.51,      22,      40,      55,    4.68,  162.29,  294.90,   12.83,   10.02,   10.12,  289.62,  296.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   852.5,   900.5,  918.31,   14.70,   88.42,      22,      40,      55,    4.67,  161.49,  294.96,   12.81,   10.01,   10.11,  289.61,  296.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   857.5,   905.5,  917.70,   14.69,   88.32,      22,      40,      55,    4.67,  160.63,  295.00,   12.78,   10.00,   10.10,  289.60,  296.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   862.5,   910.5,  917.30,   14.69,   88.26,      22,      40,      55,    4.66,  160.05,  295.03,   12.76,    9.99,   10.10,  289.59,  296.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   867.5,   915.5,  916.70,   14.68,   88.16,      21,      38,      51,    4.66,  159.62,  295.08,   12.74,    9.98,   10.09,  289.58,  296.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   872.5,   920.5,  916.10,   14.67,   88.07,      19,      36,      46,    4.66,  159.19,  295.12,   12.71,    9.97,   10.07,  289.57,  296.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   877.5,   925.5,  915.51,   14.66,   87.99,      18,      34,      42,    4.65,  158.75,  295.17,   12.69,    9.96,   10.06,  289.56,  296.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   882.5,   930.5,  914.92,   14.65,   87.91,      16,      32,      37,    4.65,  158.31,  295.21,   12.66,    9.95,   10.05,  289.54,  297.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   887.5,   935.5,  914.54,   14.64,   87.86,      16,      32,      37,    4.63,  155.49,  295.24,   12.65,    9.95,   10.05,  289.53,  297.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   892.5,   940.5,  913.91,   14.63,   87.79,      15,      28,      33,    4.62,  153.02,  295.28,   12.62,    9.94,   10.04,  289.52,  297.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   897.5,   945.5,  913.33,   14.61,   87.73,      14,      27,      29,    4.60,  147.96,  295.32,   12.60,    9.93,   10.03,  289.51,  297.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   950.5,  912.94,   14.61,   87.69,      14,      27,      29,    4.60,  146.01,  295.35,   12.58,    9.93,   10.02,  289.50,  297.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   907.5,   955.5,  912.33,   14.59,   87.64,      14,      27,      29,    4.60,  143.60,  295.39,   12.57,    9.92,   10.02,  289.48,  297.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   912.5,   960.5,  911.74,   14.58,   87.61,      14,      27,      29,    4.59,  142.24,  295.44,   12.55,    9.91,   10.01,  289.47,  297.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   917.5,   965.5,  911.36,   14.57,   87.59,      14,      27,      29,    4.58,  141.32,  295.46,   12.54,    9.91,   10.01,  289.46,  297.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   922.5,   970.5,  910.77,   14.56,   87.56,      14,      27,      29,    4.58,  139.85,  295.51,   12.52,    9.91,   10.01,  289.45,  297.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   927.5,   975.5,  910.16,   14.55,   87.55,      14,      27,      29,    4.56,  138.17,  295.55,   12.51,    9.90,   10.00,  289.44,  297.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   932.5,   980.5,  909.76,   14.54,   87.54,      14,      27,      29,    4.55,  137.05,  295.58,   12.50,    9.90,   10.00,  289.43,  297.37,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   937.5,   985.5,  909.16,   14.53,   87.54,      12,      23,      26,    4.55,  136.08,  295.63,   12.49,    9.90,   10.00,  289.42,  297.41,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   942.5,   990.5,  908.56,   14.52,   87.54,      10,      19,      23,    4.55,  135.12,  295.67,   12.48,    9.90,   10.00,  289.41,  297.45,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   947.5,   995.5,  908.16,   14.51,   87.55,       9,      17,      21,    4.55,  134.47,  295.70,   12.47,    9.90,   10.00,  289.40,  297.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   952.5,  1000.5,  907.56,   14.50,   87.56,       7,      13,      18,    4.55,  133.50,  295.74,   12.46,    9.90,   10.00,  289.39,  297.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   957.5,  1005.5,  906.97,   14.49,   87.58,       6,      12,      17,    4.54,  131.83,  295.78,   12.45,    9.90,   10.00,  289.38,  297.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   962.5,  1010.5,  906.38,   14.48,   87.60,       7,      11,      17,    4.54,  129.79,  295.83,   12.44,    9.90,   10.00,  289.36,  297.61,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   967.5,  1015.5,  905.79,   14.46,   87.63,       7,      12,      19,    4.54,  127.35,  295.87,   12.43,    9.91,   10.00,  289.35,  297.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   972.5,  1020.5,  905.37,   14.46,   87.64,       7,      12,      21,    4.54,  125.59,  295.90,   12.43,    9.91,   10.01,  289.34,  297.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   977.5,  1025.5,  904.86,   14.45,   87.65,       7,      13,      23,    4.54,  123.84,  295.94,   12.42,    9.91,   10.01,  289.34,  297.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   982.5,  1030.5,  904.26,   14.44,   87.67,       9,      15,      26,    4.60,  119.41,  295.99,   12.42,    9.91,   10.01,  289.33,  297.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,  1035.5,  903.84,   14.43,   87.69,      10,      17,      28,    4.64,  116.41,  296.02,   12.41,    9.91,   10.01,  289.32,  297.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,  1040.5,  903.19,   14.41,   87.71,      12,      20,      31,    4.69,  113.74,  296.06,   12.40,    9.91,   10.01,  289.30,  297.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,  1045.5,  902.56,   14.40,   87.72,      13,      22,      33,    4.72,  112.10,  296.11,   12.39,    9.91,   10.01,  289.29,  297.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1050.5,  902.07,   14.39,   87.72,      13,      23,      34,    4.73,  111.72,  296.14,   12.38,    9.91,   10.01,  289.28,  297.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1055.5,  901.56,   14.39,   87.72,      14,      23,      34,    4.74,  111.34,  296.18,   12.37,    9.91,   10.01,  289.27,  297.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1060.5,  901.05,   14.38,   87.72,      14,      24,      35,    4.74,  110.97,  296.23,   12.37,    9.91,   10.01,  289.27,  298.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1065.5,  900.52,   14.37,   87.70,      15,      25,      37,    4.74,  110.11,  296.27,   12.35,    9.91,   10.01,  289.26,  298.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1070.5,  899.97,   14.36,   87.66,      15,      27,      43,    4.74,  108.42,  296.30,   12.33,    9.90,   10.00,  289.24,  298.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1075.5,  899.26,   14.35,   87.62,      15,      28,      44,    4.73,  107.70,  296.36,   12.32,    9.90,   10.00,  289.23,  298.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1080.5,  898.75,   14.34,   87.58,      16,      29,      46,    4.72,  107.22,  296.40,   12.31,    9.90,   10.00,  289.23,  298.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1085.5,  898.27,   14.34,   87.53,      16,      30,      47,    4.72,  106.74,  296.44,   12.29,    9.90,    9.99,  289.22,  298.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1090.5,  897.85,   14.33,   87.48,      17,      31,      47,    4.72,  106.24,  296.48,   12.28,    9.89,    9.99,  289.22,  298.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1095.5,  897.46,   14.33,   87.42,      18,      31,      46,    4.72,  105.75,  296.51,   12.26,    9.89,    9.98,  289.21,  298.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1100.5,  896.86,   14.32,   87.32,      18,      32,      46,    4.71,  105.01,  296.56,   12.24,    9.88,    9.97,  289.20,  298.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1105.5,  896.27,   14.32,   87.20,      17,      31,      45,    4.69,  104.28,  296.61,   12.21,    9.87,    9.96,  289.20,  298.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1110.5,  895.88,   14.31,   87.10,      16,      30,      45,    4.68,  103.79,  296.64,   12.19,    9.86,    9.96,  289.19,  298.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1115.5,  895.30,   14.31,   86.95,      16,      30,      45,    4.67,  103.41,  296.69,   12.16,    9.84,    9.94,  289.18,  298.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1120.5,  894.72,   14.30,   86.79,      16,      30,      45,    4.65,  103.02,  296.74,   12.13,    9.83,    9.93,  289.18,  298.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1125.5,  894.21,   14.30,   86.66,      16,      30,      45,    4.64,  102.76,  296.79,   12.10,    9.82,    9.91,  289.17,  298.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1130.5,  893.58,   14.30,   86.53,      16,      30,      45,    4.56,  101.13,  296.85,   12.08,    9.81,    9.90,  289.17,  298.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1135.5,  893.16,   14.29,   86.33,      16,      30,      45,    4.49,  100.15,  296.88,   12.04,    9.79,    9.88,  289.16,  298.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1140.5,  892.74,   14.28,   86.11,      16,      30,      45,    4.42,   99.45,  296.91,   11.99,    9.76,    9.86,  289.15,  298.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1145.5,  892.08,   14.28,   85.88,      16,      30,      45,    4.36,   98.88,  296.97,   11.94,    9.74,    9.83,  289.13,  298.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1150.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1155.5,  891.08,   14.27,   85.55,      19,      34,      46,    4.17,   96.91,  297.06,   11.88,    9.71,    9.80,  289.12,  298.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1160.5,  890.62,   14.26,   85.29,      19,      34,      46,    4.08,   95.31,  297.09,   11.82,    9.68,    9.77,  289.11,  298.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1165.5,  889.91,   14.25,   85.03,      20,      33,      44,    3.94,   94.39,  297.15,   11.77,    9.65,    9.74,  289.09,  298.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1170.5,  889.42,   14.24,   84.75,      20,      33,      43,    3.84,   94.24,  297.19,   11.71,    9.62,    9.71,  289.08,  298.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1175.5,  888.87,   14.24,   84.57,      20,      33,      43,    3.68,   93.82,  297.23,   11.67,    9.60,    9.69,  289.07,  298.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1180.5,  888.37,   14.23,   84.28,      20,      33,      43,    3.59,   93.68,  297.27,   11.61,    9.57,    9.66,  289.05,  299.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1185.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1190.5,  887.35,   14.21,   83.89,      20,      33,      43,    3.41,   92.47,  297.36,   11.53,    9.52,    9.62,  289.03,  299.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1195.5,  886.72,   14.20,   83.59,      20,      33,      43,    3.36,   93.17,  297.41,   11.46,    9.49,    9.58,  289.02,  299.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1200.5,  886.34,   14.20,   83.38,      20,      33,      43,    3.33,   93.67,  297.44,   11.42,    9.47,    9.56,  289.01,  299.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1205.5,  885.74,   14.19,   83.07,      20,      33,      43,    3.30,   93.09,  297.49,   11.36,    9.43,    9.52,  288.99,  299.20,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1210.5,  885.14,   14.18,   82.76,      20,      33,      43,    3.27,   92.50,  297.54,   11.29,    9.40,    9.49,  288.98,  299.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1215.5,  884.76,   14.18,   82.56,      18,      30,      40,    3.27,   92.10,  297.57,   11.25,    9.38,    9.47,  288.97,  299.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1220.5,  884.18,   14.17,   82.24,      14,      27,      34,    3.26,   91.50,  297.62,   11.19,    9.34,    9.43,  288.96,  299.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1177.5,  1225.5,  883.61,   14.16,   81.93,      10,      23,      29,    3.26,   90.90,  297.66,   11.12,    9.31,    9.40,  288.95,  299.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1182.5,  1230.5,  883.21,   14.16,   81.73,      10,      22,      28,    3.29,   90.27,  297.70,   11.08,    9.29,    9.38,  288.94,  299.39,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1187.5,  1235.5,  882.62,   14.16,   81.42,       8,      21,      28,    3.34,   89.50,  297.75,   11.02,    9.26,    9.35,  288.93,  299.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1192.5,  1240.5,  882.00,   14.15,   81.12,       8,      19,      28,    3.37,   89.09,  297.81,   10.96,    9.23,    9.31,  288.92,  299.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1197.5,  1245.5,  881.54,   14.15,   80.92,       8,      18,      27,    3.38,   88.83,  297.85,   10.92,    9.21,    9.30,  288.91,  299.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1202.5,  1250.5,  881.08,   14.15,   80.73,       8,      18,      26,    3.39,   88.59,  297.89,   10.88,    9.19,    9.28,  288.91,  299.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1207.5,  1255.5,  880.62,   14.15,   80.54,       8,      17,      25,    3.40,   88.34,  297.93,   10.85,    9.17,    9.26,  288.90,  299.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1212.5,  1260.5,  880.03,   14.14,   80.26,       8,      16,      24,    3.42,   87.92,  297.99,   10.79,    9.15,    9.23,  288.90,  299.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1217.5,  1265.5,  879.45,   14.14,   79.90,       9,      15,      23,    3.48,   87.25,  298.04,   10.72,    9.11,    9.19,  288.89,  299.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1222.5,  1270.5,  878.99,   14.14,   79.64,       9,      15,      23,    3.52,   86.77,  298.08,   10.67,    9.08,    9.17,  288.88,  299.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1227.5,  1275.5,  878.58,   14.14,   79.48,       9,      14,      24,    3.56,   86.47,  298.12,   10.64,    9.07,    9.15,  288.88,  299.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1232.5,  1280.5,  878.02,   14.13,   79.24,       9,      13,      23,    3.62,   84.69,  298.17,   10.59,    9.05,    9.13,  288.87,  299.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1237.5,  1285.5,  877.50,   14.13,   79.02,       9,      13,      22,    3.67,   82.68,  298.22,   10.54,    9.02,    9.11,  288.86,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1242.5,  1290.5,  876.91,   14.13,   78.81,       8,      12,      21,    3.70,   81.93,  298.27,   10.50,    9.00,    9.08,  288.86,  299.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1247.5,  1295.5,  876.31,   14.12,   78.61,       8,      12,      21,    3.72,   80.66,  298.33,   10.46,    8.98,    9.07,  288.85,  299.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
