     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
    47.5,    95.5, 1008.92,   17.32,   79.24,      25,      45,      59,    4.16,   19.19,  289.73,   13.69,    9.65,    9.75,  292.18,  291.44,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    52.5,   100.5, 1008.28,   17.29,   79.29,      24,      43,      56,    4.19,   18.45,  289.75,   13.66,    9.64,    9.74,  292.14,  291.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    57.5,   105.5, 1007.65,   17.25,   79.32,      23,      41,      52,    4.22,   17.72,  289.77,   13.64,    9.63,    9.73,  292.11,  291.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    62.5,   110.5, 1007.23,   17.23,   79.33,      23,      39,      50,    4.24,   17.24,  289.79,   13.62,    9.63,    9.72,  292.09,  291.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    67.5,   115.5, 1006.75,   17.22,   79.34,      22,      38,      48,    4.26,   16.77,  289.81,   13.61,    9.62,    9.72,  292.07,  291.51,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    72.5,   120.5, 1006.13,   17.20,   79.33,      22,      38,      48,    4.32,   16.69,  289.85,   13.59,    9.62,    9.71,  292.06,  291.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    77.5,   125.5, 1005.33,   17.19,   79.30,      22,      38,      48,    4.38,   16.54,  289.90,   13.57,    9.62,    9.71,  292.04,  291.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    82.5,   130.5, 1004.79,   17.18,   79.25,      22,      38,      48,    4.41,   16.32,  289.93,   13.55,    9.61,    9.70,  292.03,  291.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    87.5,   135.5, 1004.29,   17.18,   79.18,      22,      38,      48,    4.44,   16.10,  289.97,   13.54,    9.61,    9.70,  292.03,  291.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    92.5,   140.5, 1003.55,   17.19,   79.06,      21,      37,      47,    4.47,   16.21,  290.04,   13.52,    9.60,    9.70,  292.04,  291.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
    97.5,   145.5, 1002.90,   17.20,   78.95,      18,      33,      45,    4.47,   17.14,  290.11,   13.52,    9.60,    9.70,  292.05,  291.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   102.5,   150.5, 1002.47,   17.22,   78.87,      18,      34,      47,    4.49,   18.32,  290.16,   13.51,    9.61,    9.70,  292.07,  291.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   107.5,   155.5, 1001.81,   17.24,   78.72,      18,      34,      47,    4.42,   17.14,  290.24,   13.51,    9.61,    9.70,  292.09,  291.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   112.5,   160.5, 1001.14,   17.27,   78.57,      18,      34,      48,    4.34,   17.23,  290.33,   13.51,    9.62,    9.71,  292.13,  292.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   117.5,   165.5, 1000.71,   17.29,   78.46,      19,      35,      48,    4.28,   17.76,  290.39,   13.51,    9.62,    9.71,  292.15,  292.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   122.5,   170.5, 1000.24,   17.32,   78.35,      19,      35,      49,    4.22,   18.34,  290.45,   13.51,    9.63,    9.72,  292.18,  292.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   127.5,   175.5,  999.68,   17.35,   78.23,      19,      35,      49,    4.17,   18.37,  290.52,   13.52,    9.63,    9.73,  292.20,  292.23,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   132.5,   180.5,  999.09,   17.38,   78.11,      18,      35,      49,    4.12,   18.41,  290.60,   13.52,    9.64,    9.74,  292.23,  292.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   137.5,   185.5,  998.39,   17.42,   77.93,      18,      35,      49,    4.04,   18.71,  290.70,   13.53,    9.65,    9.75,  292.28,  292.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   142.5,   190.5,  997.78,   17.48,   77.68,      18,      35,      49,    3.94,   19.80,  290.82,   13.54,    9.67,    9.76,  292.35,  292.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   147.5,   195.5,  997.13,   17.55,   77.43,      18,      35,      49,    3.82,   21.31,  290.94,   13.55,    9.68,    9.78,  292.42,  292.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   152.5,   200.5,  996.51,   17.60,   77.24,      18,      35,      49,    3.71,   23.19,  291.04,   13.57,    9.70,    9.79,  292.47,  292.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   157.5,   205.5,  995.95,   17.64,   77.11,      18,      35,      49,    3.64,   24.59,  291.12,   13.57,    9.71,    9.80,  292.51,  292.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   162.5,   210.5,  995.28,   17.67,   76.98,      18,      35,      49,    3.44,   29.01,  291.22,   13.58,    9.72,    9.82,  292.55,  292.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   167.5,   215.5,  994.83,   17.73,   76.78,      18,      35,      49,    3.30,   32.67,  291.31,   13.60,    9.74,    9.83,  292.61,  293.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   172.5,   220.5,  994.39,   17.79,   76.58,      20,      37,      50,    3.20,   36.18,  291.41,   13.62,    9.75,    9.85,  292.67,  293.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   177.5,   225.5,  993.70,   17.86,   76.36,      22,      41,      52,    3.12,   39.73,  291.54,   13.64,    9.77,    9.87,  292.74,  293.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   182.5,   230.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   187.5,   235.5,  992.61,   17.95,   76.07,      23,      40,      53,    2.94,   48.44,  291.72,   13.67,    9.80,    9.90,  292.84,  293.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   192.5,   240.5,  992.08,   18.03,   75.85,      23,      40,      53,    2.79,   52.17,  291.84,   13.70,    9.83,    9.92,  292.92,  293.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   197.5,   245.5,  991.34,   18.11,   75.62,      22,      41,      52,    2.62,   58.99,  291.98,   13.73,    9.85,    9.95,  293.01,  293.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   202.5,   250.5,  990.84,   18.19,   75.39,      22,      40,      53,    2.53,   64.11,  292.11,   13.76,    9.88,    9.98,  293.10,  293.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   207.5,   255.5,  990.20,   18.24,   75.24,      22,      39,      52,    2.48,   73.35,  292.22,   13.79,    9.90,   10.00,  293.15,  293.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   212.5,   260.5,  989.65,   18.30,   75.10,      22,      39,      51,    2.47,   75.78,  292.32,   13.81,    9.92,   10.02,  293.21,  294.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   217.5,   265.5,  989.20,   18.35,   74.96,      23,      38,      51,    2.47,   78.24,  292.41,   13.83,    9.94,   10.04,  293.27,  294.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   222.5,   270.5,  988.56,   18.43,   74.77,      23,      38,      50,    2.46,   82.16,  292.54,   13.87,    9.97,   10.07,  293.35,  294.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   227.5,   275.5,  987.93,   18.50,   74.59,      23,      38,      50,    2.44,   86.57,  292.67,   13.90,   10.00,   10.10,  293.43,  294.45,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   232.5,   280.5,  987.51,   18.55,   74.48,      23,      38,      50,    2.43,   89.57,  292.75,   13.92,   10.01,   10.12,  293.48,  294.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   237.5,   285.5,  986.86,   18.61,   74.35,      23,      38,      50,    2.43,   91.87,  292.86,   13.95,   10.04,   10.14,  293.54,  294.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   242.5,   290.5,  986.20,   18.66,   74.24,      23,      38,      50,    2.43,   94.18,  292.97,   13.97,   10.06,   10.17,  293.60,  294.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   247.5,   295.5,  985.77,   18.69,   74.18,      23,      38,      50,    2.43,   95.72,  293.03,   13.99,   10.08,   10.18,  293.63,  294.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   252.5,   300.5,  985.12,   18.72,   74.11,      23,      38,      50,    2.44,   98.02,  293.13,   14.01,   10.10,   10.20,  293.67,  294.93,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   257.5,   305.5,  984.46,   18.75,   74.06,      23,      38,      50,    2.45,  102.08,  293.21,   14.03,   10.12,   10.22,  293.70,  295.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   262.5,   310.5,  984.03,   18.76,   74.05,      23,      38,      50,    2.47,  105.30,  293.26,   14.04,   10.13,   10.23,  293.72,  295.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   267.5,   315.5,  983.43,   18.77,   74.05,      23,      41,      54,    2.52,  113.03,  293.32,   14.05,   10.14,   10.24,  293.73,  295.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   272.5,   320.5,  982.82,   18.78,   74.07,      23,      44,      58,    2.57,  120.57,  293.38,   14.05,   10.15,   10.25,  293.73,  295.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   277.5,   325.5,  982.17,   18.77,   74.11,      23,      44,      58,    2.62,  123.75,  293.42,   14.06,   10.16,   10.26,  293.73,  295.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   282.5,   330.5,  981.54,   18.75,   74.17,      23,      44,      58,    2.72,  124.65,  293.46,   14.05,   10.16,   10.27,  293.71,  295.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   287.5,   335.5,  981.12,   18.74,   74.22,      23,      44,      58,    2.78,  125.27,  293.49,   14.05,   10.17,   10.27,  293.70,  295.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   292.5,   340.5,  980.47,   18.71,   74.31,      23,      44,      58,    2.82,  127.26,  293.52,   14.05,   10.17,   10.27,  293.68,  295.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   297.5,   345.5,  979.83,   18.68,   74.41,      23,      44,      58,    2.84,  128.71,  293.54,   14.04,   10.17,   10.27,  293.64,  295.36,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   302.5,   350.5,  979.41,   18.66,   74.48,      23,      44,      58,    2.86,  129.75,  293.55,   14.03,   10.17,   10.27,  293.62,  295.37,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   307.5,   355.5,  978.80,   18.62,   74.59,      23,      44,      58,    2.89,  131.25,  293.57,   14.01,   10.17,   10.27,  293.58,  295.39,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   312.5,   360.5,  978.18,   18.58,   74.70,      23,      44,      58,    2.94,  133.19,  293.58,   14.00,   10.16,   10.27,  293.54,  295.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   317.5,   365.5,  977.61,   18.55,   74.78,      22,      40,      55,    2.98,  134.21,  293.60,   13.99,   10.16,   10.26,  293.51,  295.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   322.5,   370.5,  977.04,   18.52,   74.86,      21,      37,      52,    3.02,  135.18,  293.62,   13.98,   10.16,   10.26,  293.48,  295.44,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   327.5,   375.5,  976.51,   18.48,   74.98,      21,      37,      52,    3.03,  135.97,  293.62,   13.96,   10.15,   10.26,  293.43,  295.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   332.5,   380.5,  975.89,   18.42,   75.14,      21,      37,      52,    3.05,  137.00,  293.61,   13.93,   10.14,   10.24,  293.37,  295.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   337.5,   385.5,  975.33,   18.37,   75.26,      21,      37,      52,    3.06,  137.92,  293.61,   13.91,   10.13,   10.24,  293.32,  295.42,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   342.5,   390.5,  974.90,   18.34,   75.33,      21,      37,      52,    3.06,  138.58,  293.62,   13.89,   10.13,   10.23,  293.29,  295.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   347.5,   395.5,  974.36,   18.31,   75.40,      21,      37,      52,    3.06,  139.24,  293.63,   13.88,   10.12,   10.23,  293.26,  295.45,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   352.5,   400.5,  973.69,   18.28,   75.47,      21,      37,      52,    3.06,  141.54,  293.66,   13.87,   10.12,   10.22,  293.23,  295.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   357.5,   405.5,  973.26,   18.24,   75.57,      21,      37,      52,    3.06,  143.40,  293.65,   13.84,   10.11,   10.21,  293.18,  295.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   362.5,   410.5,  972.62,   18.18,   75.69,      21,      37,      52,    3.05,  144.87,  293.65,   13.81,   10.10,   10.20,  293.12,  295.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   367.5,   415.5,  971.88,   18.14,   75.78,      21,      37,      52,    3.05,  145.72,  293.67,   13.79,   10.09,   10.19,  293.08,  295.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   372.5,   420.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   377.5,   425.5,  971.12,   18.11,   75.84,      20,      36,      46,    3.05,  146.54,  293.71,   13.78,   10.09,   10.19,  293.05,  295.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   382.5,   430.5,  970.42,   18.08,   75.89,      20,      36,      47,    3.03,  147.93,  293.74,   13.76,   10.08,   10.19,  293.02,  295.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   387.5,   435.5,  969.69,   18.04,   75.97,      20,      37,      48,    3.00,  149.42,  293.76,   13.74,   10.08,   10.18,  292.98,  295.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   392.5,   440.5,  969.05,   17.98,   76.08,      20,      37,      48,    2.97,  149.64,  293.76,   13.70,   10.06,   10.16,  292.92,  295.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   397.5,   445.5,  968.52,   17.93,   76.17,      20,      37,      48,    2.94,  150.18,  293.75,   13.67,   10.04,   10.15,  292.86,  295.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   402.5,   450.5,  968.09,   17.89,   76.25,      20,      38,      50,    2.91,  151.32,  293.75,   13.64,   10.03,   10.13,  292.82,  295.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   407.5,   455.5,  967.46,   17.86,   76.29,      21,      38,      50,    2.82,  154.79,  293.77,   13.62,   10.03,   10.13,  292.79,  295.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   412.5,   460.5,  966.93,   17.83,   76.34,      21,      38,      50,    2.80,  155.44,  293.79,   13.61,   10.02,   10.12,  292.76,  295.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   417.5,   465.5,  966.30,   17.79,   76.40,      21,      38,      50,    2.76,  156.47,  293.80,   13.58,   10.01,   10.11,  292.71,  295.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   422.5,   470.5,  965.71,   17.75,   76.47,      21,      38,      50,    2.69,  157.72,  293.81,   13.55,   10.00,   10.10,  292.67,  295.61,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   427.5,   475.5,  965.28,   17.72,   76.51,      22,      38,      50,    2.66,  158.14,  293.82,   13.53,    9.99,   10.09,  292.64,  295.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   432.5,   480.5,  964.64,   17.68,   76.56,      22,      38,      51,    2.64,  159.90,  293.84,   13.51,    9.98,   10.08,  292.60,  295.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   437.5,   485.5,  964.01,   17.64,   76.62,      22,      38,      52,    2.66,  161.91,  293.85,   13.48,    9.97,   10.07,  292.56,  295.64,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   442.5,   490.5,  963.59,   17.61,   76.65,      22,      38,      53,    2.67,  162.58,  293.87,   13.46,    9.96,   10.06,  292.53,  295.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   447.5,   495.5,  962.98,   17.58,   76.70,      22,      38,      53,    2.76,  165.53,  293.88,   13.43,    9.95,   10.05,  292.49,  295.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   452.5,   500.5,  962.33,   17.54,   76.75,      22,      38,      53,    2.82,  166.01,  293.90,   13.41,    9.94,   10.04,  292.45,  295.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   457.5,   505.5,  961.92,   17.51,   76.79,      22,      38,      53,    2.84,  166.89,  293.91,   13.39,    9.93,   10.03,  292.43,  295.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   462.5,   510.5,  961.34,   17.48,   76.84,      22,      38,      53,    2.87,  168.17,  293.92,   13.37,    9.92,   10.02,  292.39,  295.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   467.5,   515.5,  960.75,   17.44,   76.89,      22,      38,      53,    2.90,  169.40,  293.94,   13.34,    9.91,   10.01,  292.35,  295.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   472.5,   520.5,  960.12,   17.40,   76.95,      22,      38,      53,    2.92,  170.60,  293.96,   13.32,    9.90,   10.00,  292.31,  295.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   477.5,   525.5,  959.48,   17.37,   77.00,      22,      38,      53,    2.94,  171.76,  293.97,   13.29,    9.89,    9.99,  292.27,  295.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   482.5,   530.5,  958.97,   17.34,   77.05,      22,      39,      53,    2.96,  172.19,  293.99,   13.28,    9.89,    9.99,  292.24,  295.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   487.5,   535.5,  958.44,   17.32,   77.09,      22,      39,      53,    2.98,  172.60,  294.01,   13.26,    9.88,    9.98,  292.22,  295.79,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   492.5,   540.5,  957.91,   17.29,   77.14,      22,      40,      53,    3.00,  173.00,  294.03,   13.24,    9.88,    9.98,  292.19,  295.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   497.5,   545.5,  957.36,   17.25,   77.22,      22,      41,      53,    3.03,  173.55,  294.04,   13.22,    9.87,    9.97,  292.15,  295.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   502.5,   550.5,  956.91,   17.21,   77.31,      21,      40,      52,    3.07,  174.02,  294.04,   13.20,    9.86,    9.96,  292.10,  295.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   507.5,   555.5,  956.17,   17.16,   77.40,      21,      40,      52,    3.19,  175.37,  294.06,   13.17,    9.85,    9.95,  292.06,  295.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   512.5,   560.5,  955.67,   17.12,   77.51,      20,      40,      52,    3.26,  175.76,  294.06,   13.15,    9.84,    9.94,  292.01,  295.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   517.5,   565.5,  955.07,   17.09,   77.58,      20,      39,      50,    3.34,  174.42,  294.08,   13.13,    9.84,    9.94,  291.98,  295.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   522.5,   570.5,  954.63,   17.04,   77.70,      20,      39,      51,    3.38,  175.23,  294.07,   13.11,    9.83,    9.93,  291.93,  295.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   527.5,   575.5,  953.97,   16.98,   77.88,      20,      38,      50,    3.42,  175.29,  294.06,   13.09,    9.82,    9.91,  291.86,  295.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   532.5,   580.5,  953.33,   16.93,   78.02,      19,      36,      49,    3.44,  175.10,  294.07,   13.07,    9.81,    9.91,  291.81,  295.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   537.5,   585.5,  952.87,   16.90,   78.12,      19,      36,      49,    3.45,  175.05,  294.08,   13.05,    9.81,    9.91,  291.78,  295.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   542.5,   590.5,  952.40,   16.86,   78.22,      18,      36,      48,    3.46,  175.01,  294.09,   13.04,    9.81,    9.90,  291.75,  295.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   547.5,   595.5,  951.92,   16.83,   78.33,      18,      36,      48,    3.46,  174.96,  294.09,   13.03,    9.80,    9.90,  291.71,  295.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   552.5,   600.5,  951.21,   16.78,   78.50,      18,      36,      48,    3.48,  174.90,  294.11,   13.02,    9.80,    9.90,  291.66,  295.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   557.5,   605.5,  950.50,   16.73,   78.68,      17,      36,      47,    3.49,  174.83,  294.12,   13.00,    9.80,    9.90,  291.61,  295.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   562.5,   610.5,  950.04,   16.69,   78.81,      17,      36,      47,    3.50,  174.78,  294.12,   12.99,    9.80,    9.89,  291.58,  295.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   567.5,   615.5,  949.62,   16.66,   78.94,      17,      36,      47,    3.52,  174.52,  294.13,   12.99,    9.80,    9.89,  291.54,  295.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   572.5,   620.5,  949.02,   16.61,   79.14,      17,      36,      47,    3.56,  174.14,  294.13,   12.97,    9.80,    9.89,  291.49,  295.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   577.5,   625.5,  948.43,   16.56,   79.35,      17,      36,      47,    3.64,  173.23,  294.13,   12.97,    9.80,    9.89,  291.44,  295.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   582.5,   630.5,  947.82,   16.51,   79.57,      17,      36,      47,    3.69,  173.14,  294.13,   12.96,    9.80,    9.90,  291.39,  295.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   587.5,   635.5,  947.23,   16.46,   79.79,      17,      36,      47,    3.80,  172.93,  294.13,   12.95,    9.80,    9.90,  291.34,  295.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   592.5,   640.5,  946.81,   16.42,   79.95,      17,      36,      47,    3.82,  172.61,  294.14,   12.95,    9.80,    9.90,  291.31,  295.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   597.5,   645.5,  946.20,   16.38,   80.18,      17,      36,      47,    3.87,  172.16,  294.14,   12.95,    9.81,    9.91,  291.26,  295.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   602.5,   650.5,  945.60,   16.33,   80.42,      17,      36,      47,    3.91,  171.78,  294.15,   12.95,    9.82,    9.91,  291.21,  295.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   607.5,   655.5,  945.03,   16.28,   80.67,      20,      39,      54,    3.94,  171.19,  294.15,   12.95,    9.82,    9.92,  291.17,  295.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   612.5,   660.5,  944.45,   16.23,   80.92,      24,      42,      58,    3.98,  170.98,  294.15,   12.95,    9.83,    9.93,  291.12,  295.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   617.5,   665.5,  944.03,   16.20,   81.09,      24,      42,      57,    4.00,  171.11,  294.16,   12.95,    9.83,    9.93,  291.09,  295.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
