     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
  1252.5,  1300.5,  875.98,   14.46,   88.19,       4,       5,       5,   10.31,  196.34,  298.71,   12.53,   10.30,   10.41,  289.42,  300.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1257.5,  1305.5,  875.59,   14.43,   88.28,       4,       5,       5,   10.31,  196.54,  298.71,   12.51,   10.30,   10.41,  289.38,  300.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1262.5,  1310.5,  875.06,   14.38,   88.41,       4,       5,       5,   10.32,  196.94,  298.72,   12.49,   10.29,   10.40,  289.34,  300.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1267.5,  1315.5,  874.53,   14.34,   88.52,       5,       6,       6,   10.32,  197.34,  298.72,   12.46,   10.28,   10.38,  289.29,  300.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1272.5,  1320.5,  873.96,   14.29,   88.60,       5,       6,       6,   10.32,  197.76,  298.73,   12.43,   10.27,   10.37,  289.24,  300.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1277.5,  1325.5,  873.35,   14.25,   88.67,       4,       6,       6,   10.33,  198.21,  298.75,   12.41,   10.25,   10.36,  289.20,  300.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1282.5,  1330.5,  872.95,   14.22,   88.71,       4,       6,       6,   10.34,  198.52,  298.76,   12.39,   10.24,   10.35,  289.17,  300.63,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1287.5,  1335.5,  872.39,   14.18,   88.75,       3,       5,       5,   10.31,  198.96,  298.78,   12.35,   10.23,   10.33,  289.13,  300.64,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1292.5,  1340.5,  871.73,   14.15,   88.76,       3,       5,       5,   10.29,  199.42,  298.80,   12.32,   10.21,   10.32,  289.09,  300.66,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1297.5,  1345.5,  871.15,   14.12,   88.76,       2,       4,       4,   10.29,  200.15,  298.83,   12.30,   10.21,   10.31,  289.06,  300.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1302.5,  1350.5,  870.85,   14.10,   88.76,       2,       4,       4,   10.29,  200.46,  298.84,   12.27,   10.19,   10.30,  289.04,  300.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1307.5,  1355.5,  870.55,   14.08,   88.74,       2,       3,       3,   10.29,  200.76,  298.84,   12.25,   10.18,   10.28,  289.01,  300.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1312.5,  1360.5,  869.88,   14.05,   88.70,       1,       3,       3,   10.22,  201.85,  298.88,   12.21,   10.16,   10.27,  288.98,  300.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1317.5,  1365.5,  869.43,   14.01,   88.65,       1,       3,       3,   10.13,  202.70,  298.89,   12.17,   10.14,   10.24,  288.94,  300.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1322.5,  1370.5,  868.75,   13.99,   88.58,       1,       3,       3,   10.02,  203.26,  298.93,   12.13,   10.12,   10.22,  288.91,  300.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1327.5,  1375.5,  868.29,   13.96,   88.50,       2,       4,       4,    9.96,  203.58,  298.94,   12.09,   10.10,   10.20,  288.88,  300.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1332.5,  1380.5,  867.78,   13.94,   88.43,       1,       3,       3,    9.98,  204.23,  298.97,   12.06,   10.09,   10.19,  288.86,  300.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1337.5,  1385.5,  867.33,   13.92,   88.33,       1,       4,       4,    9.96,  204.80,  298.99,   12.02,   10.06,   10.17,  288.83,  300.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1342.5,  1390.5,  866.60,   13.89,   88.22,       2,       4,       5,    9.97,  205.45,  299.04,   11.97,   10.04,   10.15,  288.80,  300.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1347.5,  1395.5,  866.13,   13.88,   88.15,       2,       4,       5,    9.98,  205.58,  299.07,   11.95,   10.03,   10.13,  288.78,  300.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1352.5,  1400.5,  865.75,   13.86,   88.07,       2,       3,       4,    9.98,  205.71,  299.09,   11.92,   10.02,   10.12,  288.77,  300.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1357.5,  1405.5,  865.19,   13.84,   87.96,       1,       3,       4,    9.99,  205.91,  299.12,   11.88,   10.00,   10.10,  288.74,  300.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1362.5,  1410.5,  864.63,   13.82,   87.85,       1,       2,       3,    9.99,  206.11,  299.15,   11.84,    9.98,   10.08,  288.71,  300.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1367.5,  1415.5,  864.25,   13.80,   87.78,       1,       2,       3,    9.99,  206.24,  299.18,   11.81,    9.96,   10.06,  288.69,  300.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1372.5,  1420.5,  863.65,   13.78,   87.69,       1,       2,       3,    9.94,  206.80,  299.21,   11.77,    9.94,   10.04,  288.67,  301.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1377.5,  1425.5,  863.06,   13.75,   87.59,       2,       3,       3,    9.89,  207.37,  299.24,   11.73,    9.92,   10.02,  288.64,  301.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1382.5,  1430.5,  862.72,   13.74,   87.54,       2,       3,       3,    9.79,  208.70,  299.26,   11.70,    9.91,   10.01,  288.62,  301.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1387.5,  1435.5,  862.17,   13.71,   87.46,       1,       2,       2,    9.78,  209.12,  299.29,   11.67,    9.89,    9.99,  288.60,  301.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1392.5,  1440.5,  861.60,   13.69,   87.39,       0,       1,       2,    9.76,  209.55,  299.33,   11.63,    9.88,    9.98,  288.57,  301.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1397.5,  1445.5,  861.22,   13.68,   87.34,       0,       1,       2,    9.77,  209.66,  299.35,   11.61,    9.87,    9.97,  288.55,  301.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1402.5,  1450.5,  860.64,   13.66,   87.29,       1,       1,       2,    9.78,  209.84,  299.39,   11.58,    9.86,    9.95,  288.53,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1407.5,  1455.5,  860.06,   13.64,   87.23,       1,       2,       2,    9.79,  210.01,  299.43,   11.56,    9.84,    9.94,  288.51,  301.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1412.5,  1460.5,  859.67,   13.63,   87.20,       2,       2,       2,    9.80,  210.12,  299.45,   11.54,    9.84,    9.94,  288.50,  301.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1417.5,  1465.5,  859.11,   13.61,   87.16,       2,       2,       3,    9.81,  210.43,  299.49,   11.52,    9.83,    9.93,  288.48,  301.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1422.5,  1470.5,  858.58,   13.60,   87.12,       2,       2,       4,    9.83,  211.01,  299.53,   11.49,    9.82,    9.92,  288.47,  301.32,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1427.5,  1475.5,  858.19,   13.59,   87.09,       2,       2,       5,    9.84,  211.39,  299.56,   11.48,    9.82,    9.92,  288.46,  301.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1432.5,  1480.5,  857.73,   13.58,   87.07,       2,       2,       5,    9.86,  211.72,  299.60,   11.47,    9.82,    9.91,  288.45,  301.39,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1437.5,  1485.5,  857.23,   13.57,   87.05,       2,       2,       6,    9.88,  212.05,  299.64,   11.46,    9.81,    9.91,  288.44,  301.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1442.5,  1490.5,  856.73,   13.57,   87.03,       2,       3,       6,    9.89,  212.37,  299.68,   11.45,    9.81,    9.91,  288.43,  301.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1447.5,  1495.5,  856.20,   13.56,   87.00,       2,       3,       6,    9.89,  212.94,  299.72,   11.43,    9.81,    9.91,  288.42,  301.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1452.5,  1500.5,  855.75,   13.55,   86.98,       3,       3,       6,    9.85,  213.69,  299.76,   11.42,    9.81,    9.90,  288.41,  301.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1457.5,  1505.5,  855.04,   13.54,   86.96,       3,       3,       6,    9.78,  214.73,  299.82,   11.41,    9.81,    9.90,  288.40,  301.61,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1462.5,  1510.5,  854.58,   13.53,   86.94,       3,       3,       7,    9.69,  215.59,  299.86,   11.39,    9.80,    9.90,  288.39,  301.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1467.5,  1515.5,  854.06,   13.52,   86.93,       3,       3,       6,    9.66,  215.90,  299.90,   11.39,    9.80,    9.90,  288.38,  301.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1472.5,  1520.5,  853.62,   13.51,   86.92,       3,       3,       7,    9.63,  215.72,  299.93,   11.37,    9.80,    9.89,  288.37,  301.72,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1477.5,  1525.5,  852.91,   13.49,   86.91,       3,       3,       7,    9.57,  215.47,  299.99,   11.35,    9.80,    9.89,  288.35,  301.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1482.5,  1530.5,  852.29,   13.48,   86.91,       3,       3,       7,    9.51,  215.52,  300.04,   11.34,    9.79,    9.89,  288.34,  301.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1487.5,  1535.5,  851.78,   13.47,   86.91,       3,       3,       6,    9.46,  215.58,  300.08,   11.33,    9.79,    9.89,  288.33,  301.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1492.5,  1540.5,  851.44,   13.45,   86.90,       3,       3,       5,    9.42,  215.60,  300.09,   11.32,    9.79,    9.88,  288.32,  301.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1497.5,  1545.5,  851.03,   13.43,   86.90,       2,       3,       4,    9.35,  215.65,  300.11,   11.29,    9.78,    9.87,  288.29,  301.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1502.5,  1550.5,  850.60,   13.41,   86.90,       2,       3,       3,    9.29,  215.69,  300.13,   11.27,    9.77,    9.86,  288.26,  301.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1507.5,  1555.5,  850.06,   13.38,   86.90,       2,       3,       3,    9.25,  215.59,  300.15,   11.24,    9.75,    9.85,  288.23,  301.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1512.5,  1560.5,  849.50,   13.34,   86.91,       2,       3,       4,    9.21,  215.50,  300.18,   11.21,    9.74,    9.84,  288.20,  301.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1517.5,  1565.5,  848.95,   13.31,   86.91,       2,       3,       4,    9.17,  215.40,  300.19,   11.17,    9.72,    9.82,  288.16,  301.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1522.5,  1570.5,  848.40,   13.27,   86.91,       2,       3,       4,    9.12,  215.30,  300.21,   11.14,    9.71,    9.80,  288.12,  301.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1527.5,  1575.5,  848.03,   13.25,   86.91,       2,       3,       4,    9.06,  215.14,  300.22,   11.11,    9.70,    9.79,  288.09,  302.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1532.5,  1580.5,  847.47,   13.21,   86.91,       3,       4,       4,    8.96,  214.89,  300.24,   11.07,    9.68,    9.77,  288.05,  302.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1537.5,  1585.5,  846.93,   13.16,   86.91,       3,       4,       4,    8.88,  214.67,  300.25,   11.03,    9.65,    9.75,  288.00,  302.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1542.5,  1590.5,  846.58,   13.13,   86.90,       3,       4,       4,    8.84,  214.54,  300.25,   11.00,    9.64,    9.73,  287.97,  302.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1547.5,  1595.5,  846.04,   13.09,   86.89,       3,       4,       4,    8.78,  214.33,  300.26,   10.95,    9.62,    9.71,  287.92,  302.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1552.5,  1600.5,  845.49,   13.04,   86.88,       2,       4,       4,    8.67,  214.20,  300.27,   10.91,    9.59,    9.69,  287.87,  302.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1557.5,  1605.5,  844.93,   13.00,   86.86,       2,       3,       4,    8.48,  213.83,  300.27,   10.86,    9.57,    9.66,  287.82,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1562.5,  1610.5,  844.39,   12.95,   86.84,       2,       3,       4,    8.33,  213.33,  300.28,   10.81,    9.54,    9.63,  287.76,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1567.5,  1615.5,  844.01,   12.92,   86.82,       2,       3,       3,    8.25,  213.14,  300.28,   10.77,    9.52,    9.62,  287.73,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1572.5,  1620.5,  843.46,   12.87,   86.79,       2,       3,       3,    8.15,  212.95,  300.29,   10.72,    9.50,    9.59,  287.67,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1577.5,  1625.5,  842.91,   12.82,   86.76,       2,       2,       2,    8.08,  212.96,  300.29,   10.67,    9.47,    9.56,  287.62,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1582.5,  1630.5,  842.55,   12.79,   86.74,       2,       2,       2,    8.02,  212.97,  300.30,   10.63,    9.45,    9.54,  287.59,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1587.5,  1635.5,  842.02,   12.74,   86.70,       2,       2,       2,    7.95,  212.99,  300.30,   10.58,    9.42,    9.51,  287.53,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1592.5,  1640.5,  841.38,   12.69,   86.66,       2,       2,       3,    7.87,  213.01,  300.31,   10.52,    9.40,    9.48,  287.48,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1597.5,  1645.5,  840.80,   12.66,   86.63,       2,       2,       3,    7.79,  212.28,  300.34,   10.49,    9.38,    9.47,  287.44,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1602.5,  1650.5,  840.49,   12.62,   86.61,       2,       2,       3,    7.74,  211.86,  300.34,   10.45,    9.36,    9.45,  287.41,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1607.5,  1655.5,  840.19,   12.59,   86.58,       2,       2,       3,    7.70,  211.44,  300.33,   10.41,    9.34,    9.43,  287.37,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1612.5,  1660.5,  839.53,   12.54,   86.55,       3,       3,       4,    7.59,  210.95,  300.35,   10.36,    9.31,    9.40,  287.31,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1617.5,  1665.5,  839.04,   12.47,   86.50,       3,       3,       4,    7.52,  210.46,  300.32,   10.28,    9.27,    9.36,  287.24,  302.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1622.5,  1670.5,  838.50,   12.42,   86.48,       3,       3,       4,    7.46,  210.13,  300.33,   10.23,    9.24,    9.33,  287.18,  302.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1627.5,  1675.5,  838.03,   12.39,   86.46,       3,       3,       4,    7.43,  209.91,  300.34,   10.19,    9.23,    9.31,  287.15,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1632.5,  1680.5,  837.49,   12.35,   86.45,       3,       3,       4,    7.39,  209.11,  300.36,   10.16,    9.21,    9.30,  287.11,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1637.5,  1685.5,  837.06,   12.30,   86.43,       3,       3,       4,    7.36,  208.74,  300.35,   10.10,    9.18,    9.27,  287.05,  302.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1642.5,  1690.5,  836.36,   12.25,   86.42,       2,       3,       4,    7.31,  208.72,  300.37,   10.05,    9.16,    9.24,  287.00,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1647.5,  1695.5,  835.89,   12.22,   86.42,       2,       3,       4,    7.31,  208.64,  300.38,   10.02,    9.14,    9.23,  286.96,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1652.5,  1700.5,  835.51,   12.18,   86.42,       3,       4,       4,    7.30,  208.56,  300.38,    9.98,    9.13,    9.21,  286.92,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1657.5,  1705.5,  834.99,   12.13,   86.42,       3,       4,       4,    7.29,  208.12,  300.38,    9.93,    9.10,    9.19,  286.87,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1662.5,  1710.5,  834.46,   12.08,   86.43,       3,       4,       4,    7.27,  207.58,  300.38,    9.88,    9.08,    9.16,  286.81,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1667.5,  1715.5,  834.09,   12.05,   86.44,       3,       4,       4,    7.27,  207.39,  300.39,    9.85,    9.06,    9.15,  286.77,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1672.5,  1720.5,  833.54,   12.00,   86.47,       2,       3,       3,    7.31,  207.57,  300.39,    9.81,    9.04,    9.12,  286.72,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1677.5,  1725.5,  832.96,   11.95,   86.50,       3,       4,       4,    7.31,  207.73,  300.39,    9.76,    9.02,    9.10,  286.66,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1682.5,  1730.5,  832.59,   11.91,   86.53,       3,       4,       4,    7.31,  207.66,  300.40,    9.73,    9.01,    9.09,  286.63,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1687.5,  1735.5,  832.05,   11.86,   86.57,       3,       4,       4,    7.32,  207.55,  300.40,    9.69,    8.99,    9.07,  286.57,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1692.5,  1740.5,  831.52,   11.81,   86.63,       3,       4,       4,    7.33,  207.44,  300.40,    9.65,    8.97,    9.05,  286.52,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1697.5,  1745.5,  830.98,   11.76,   86.69,       3,       3,       3,    7.34,  207.34,  300.40,    9.61,    8.95,    9.03,  286.47,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1702.5,  1750.5,  830.45,   11.71,   86.76,       3,       3,       3,    7.35,  207.23,  300.41,    9.58,    8.93,    9.02,  286.41,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1707.5,  1755.5,  830.10,   11.68,   86.81,       3,       3,       3,    7.36,  207.16,  300.41,    9.55,    8.92,    9.00,  286.38,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1712.5,  1760.5,  829.73,   11.64,   86.87,       3,       3,       3,    7.37,  207.09,  300.41,    9.53,    8.91,    8.99,  286.34,  302.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1717.5,  1765.5,  829.28,   11.61,   86.93,       3,       3,       3,    7.37,  207.02,  300.42,    9.51,    8.90,    8.98,  286.30,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1722.5,  1770.5,  828.57,   11.56,   87.03,       2,       3,       3,    7.45,  206.94,  300.44,    9.47,    8.89,    8.97,  286.25,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1727.5,  1775.5,  828.14,   11.50,   87.13,       2,       3,       3,    7.46,  206.75,  300.43,    9.44,    8.88,    8.96,  286.20,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1732.5,  1780.5,  827.51,   11.45,   87.25,       2,       2,       2,    7.45,  206.90,  300.44,    9.41,    8.86,    8.94,  286.14,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1737.5,  1785.5,  827.07,   11.40,   87.37,       1,       1,       1,    7.45,  206.69,  300.43,    9.37,    8.85,    8.93,  286.08,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1742.5,  1790.5,  826.56,   11.36,   87.45,       2,       2,       2,    7.49,  206.29,  300.44,    9.35,    8.84,    8.92,  286.05,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1747.5,  1795.5,  826.11,   11.31,   87.59,       2,       3,       3,    7.49,  205.92,  300.43,    9.32,    8.83,    8.91,  285.99,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1752.5,  1800.5,  825.39,   11.25,   87.72,       3,       4,       4,    7.50,  205.64,  300.45,    9.29,    8.82,    8.90,  285.93,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1757.5,  1805.5,  824.92,   11.22,   87.81,       3,       4,       4,    7.47,  205.34,  300.46,    9.27,    8.81,    8.89,  285.90,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1762.5,  1810.5,  824.55,   11.18,   87.91,       3,       4,       4,    7.44,  205.03,  300.46,    9.25,    8.80,    8.88,  285.86,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1767.5,  1815.5,  824.20,   11.14,   88.00,       3,       4,       4,    7.42,  204.72,  300.46,    9.23,    8.80,    8.87,  285.82,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1772.5,  1820.5,  823.67,   11.09,   88.14,       3,       4,       4,    7.40,  204.21,  300.45,    9.20,    8.78,    8.86,  285.76,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1777.5,  1825.5,  823.14,   11.03,   88.28,       2,       3,       3,    7.38,  203.70,  300.45,    9.17,    8.77,    8.85,  285.70,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1782.5,  1830.5,  822.59,   10.98,   88.41,       2,       3,       3,    7.34,  203.53,  300.45,    9.14,    8.76,    8.84,  285.65,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1787.5,  1835.5,  822.06,   10.93,   88.54,       2,       3,       3,    7.31,  203.36,  300.45,    9.11,    8.75,    8.82,  285.59,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1792.5,  1840.5,  821.73,   10.89,   88.63,       4,       4,       4,    7.20,  202.80,  300.45,    9.09,    8.74,    8.81,  285.55,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1797.5,  1845.5,  821.17,   10.84,   88.75,       4,       4,       4,    7.21,  202.72,  300.45,    9.05,    8.72,    8.80,  285.50,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1802.5,  1850.5,  820.61,   10.78,   88.86,       4,       5,       5,    7.21,  202.64,  300.45,    9.02,    8.71,    8.79,  285.44,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1807.5,  1855.5,  820.23,   10.75,   88.94,       4,       5,       5,    7.21,  202.58,  300.46,    9.00,    8.70,    8.78,  285.41,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1812.5,  1860.5,  819.68,   10.70,   89.04,       3,       4,       4,    7.21,  202.19,  300.46,    8.97,    8.69,    8.76,  285.35,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1817.5,  1865.5,  819.13,   10.65,   89.13,       3,       4,       4,    7.20,  201.70,  300.46,    8.93,    8.67,    8.75,  285.30,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1822.5,  1870.5,  818.77,   10.61,   89.19,       3,       4,       4,    7.19,  201.54,  300.46,    8.91,    8.66,    8.74,  285.26,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1827.5,  1875.5,  818.24,   10.56,   89.26,       3,       3,       3,    7.15,  201.12,  300.47,    8.87,    8.65,    8.72,  285.21,  302.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1832.5,  1880.5,  817.66,   10.52,   89.32,       3,       4,       4,    7.11,  201.27,  300.48,    8.83,    8.63,    8.71,  285.16,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1837.5,  1885.5,  817.32,   10.48,   89.36,       3,       3,       4,    7.05,  201.11,  300.48,    8.81,    8.62,    8.69,  285.13,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1842.5,  1890.5,  816.79,   10.44,   89.40,       2,       3,       4,    7.07,  201.27,  300.49,    8.77,    8.60,    8.68,  285.08,  302.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1847.5,  1895.5,  816.24,   10.40,   89.42,       2,       3,       4,    7.09,  201.43,  300.50,    8.73,    8.59,    8.66,  285.03,  302.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1852.5,  1900.5,  815.89,   10.37,   89.43,       2,       3,       4,    7.10,  201.55,  300.51,    8.70,    8.57,    8.65,  285.00,  302.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1857.5,  1905.5,  815.36,   10.33,   89.43,       2,       3,       4,    7.10,  201.72,  300.52,    8.66,    8.56,    8.63,  284.96,  302.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1862.5,  1910.5,  814.83,   10.29,   89.42,       2,       3,       4,    7.09,  201.81,  300.53,    8.62,    8.54,    8.61,  284.91,  302.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1867.5,  1915.5,  814.46,   10.26,   89.40,       2,       3,       4,    7.09,  201.85,  300.54,    8.59,    8.53,    8.60,  284.89,  302.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
