     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
     agl,     asl,       P,       T,      RH,     PM1,    PM25,    PM10,      ws,      wd,   theta,      Td,       q,    mixR,      Tv,  thetav,      O3,      CO,     SO2,     NO2,     NH3,     H2S,    TVOC
   597.5,   615.5,  947.67,   16.84,   96.49,      17,      28,      33,    3.14,  356.07,  294.49,   16.28,   12.14,   12.29,  292.14,  296.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   602.5,   620.5,  947.07,   16.80,   96.57,      17,      28,      33,    3.09,  355.90,  294.49,   16.25,   12.13,   12.27,  292.10,  296.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   607.5,   625.5,  946.47,   16.76,   96.63,      20,      32,      39,    3.03,  355.68,  294.51,   16.22,   12.11,   12.26,  292.05,  296.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   612.5,   630.5,  946.07,   16.73,   96.65,      22,      36,      45,    2.99,  355.50,  294.52,   16.20,   12.10,   12.24,  292.02,  296.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   617.5,   635.5,  945.53,   16.70,   96.65,      25,      40,      51,    2.86,  355.27,  294.53,   16.16,   12.08,   12.22,  291.98,  296.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   622.5,   640.5,  944.97,   16.66,   96.61,      24,      40,      51,    2.69,  355.36,  294.54,   16.12,   12.05,   12.20,  291.94,  296.71,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   627.5,   645.5,  944.36,   16.64,   96.54,      24,      39,      51,    2.51,  355.54,  294.57,   16.08,   12.03,   12.18,  291.91,  296.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   632.5,   650.5,  943.75,   16.61,   96.43,      24,      39,      50,    2.30,  356.44,  294.60,   16.04,   12.01,   12.15,  291.89,  296.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   637.5,   655.5,  943.33,   16.60,   96.32,      24,      39,      50,    2.17,  357.53,  294.63,   16.01,   11.99,   12.14,  291.87,  296.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   642.5,   660.5,  942.72,   16.59,   96.13,      24,      39,      49,    1.76,    1.26,  294.67,   15.97,   11.97,   12.11,  291.85,  296.82,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   647.5,   665.5,  942.10,   16.58,   95.89,      23,      38,      48,    1.49,   10.23,  294.72,   15.92,   11.94,   12.08,  291.84,  296.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   652.5,   670.5,  941.54,   16.59,   95.60,      23,      38,      47,    1.09,   63.56,  294.77,   15.88,   11.91,   12.06,  291.84,  296.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   657.5,   675.5,  940.95,   16.60,   95.26,      23,      37,      46,    1.17,   94.26,  294.83,   15.83,   11.88,   12.03,  291.85,  296.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   662.5,   680.5,  940.49,   16.61,   95.01,      23,      36,      45,    1.28,  107.73,  294.88,   15.80,   11.87,   12.01,  291.85,  297.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   667.5,   685.5,  939.90,   16.62,   94.74,      23,      35,      43,    1.50,  118.38,  294.95,   15.77,   11.85,   11.99,  291.86,  297.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   672.5,   690.5,  939.34,   16.64,   94.44,      23,      34,      42,    1.70,  124.48,  295.02,   15.74,   11.83,   11.97,  291.88,  297.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   677.5,   695.5,  938.86,   16.67,   93.97,      23,      34,      41,    1.83,  126.14,  295.09,   15.69,   11.80,   11.94,  291.90,  297.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   682.5,   700.5,  938.45,   16.70,   93.45,      22,      33,      40,    1.95,  127.42,  295.17,   15.64,   11.77,   11.91,  291.93,  297.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   687.5,   705.5,  938.04,   16.73,   93.09,      22,      33,      39,    2.03,  128.10,  295.23,   15.61,   11.75,   11.89,  291.96,  297.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   692.5,   710.5,  937.28,   16.78,   92.51,      22,      33,      36,    2.33,  131.09,  295.35,   15.55,   11.72,   11.86,  292.00,  297.46,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   697.5,   715.5,  936.72,   16.84,   91.71,      22,      32,      35,    2.54,  130.45,  295.47,   15.48,   11.67,   11.81,  292.06,  297.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   702.5,   720.5,  936.16,   16.90,   91.07,      21,      31,      34,    2.68,  131.06,  295.57,   15.43,   11.64,   11.78,  292.11,  297.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   707.5,   725.5,  935.64,   16.93,   90.64,      20,      30,      33,    2.77,  131.40,  295.65,   15.39,   11.62,   11.75,  292.14,  297.75,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   712.5,   730.5,  935.02,   16.97,   90.19,      19,      28,      31,    2.95,  130.90,  295.75,   15.35,   11.60,   11.73,  292.17,  297.84,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   717.5,   735.5,  934.53,   17.03,   89.51,      19,      28,      31,    3.13,  128.00,  295.86,   15.29,   11.56,   11.69,  292.23,  297.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   722.5,   740.5,  933.77,   17.09,   88.81,      17,      27,      30,    3.36,  125.69,  295.99,   15.23,   11.52,   11.66,  292.28,  298.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   727.5,   745.5,  933.27,   17.13,   88.34,      17,      26,      29,    3.42,  125.31,  296.07,   15.19,   11.50,   11.63,  292.32,  298.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   732.5,   750.5,  932.86,   17.17,   87.86,      17,      25,      27,    3.48,  124.94,  296.15,   15.14,   11.47,   11.60,  292.36,  298.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   737.5,   755.5,  932.27,   17.24,   87.13,      17,      24,      26,    3.56,  124.63,  296.27,   15.08,   11.43,   11.56,  292.41,  298.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   742.5,   760.5,  931.68,   17.30,   86.40,      16,      24,      27,    3.64,  124.72,  296.39,   15.01,   11.38,   11.52,  292.47,  298.45,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   747.5,   765.5,  931.17,   17.37,   85.65,      16,      24,      27,    3.73,  124.94,  296.50,   14.94,   11.34,   11.47,  292.53,  298.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   752.5,   770.5,  930.60,   17.46,   84.64,      14,      23,      26,    3.84,  125.56,  296.65,   14.84,   11.28,   11.40,  292.61,  298.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   757.5,   775.5,  929.94,   17.52,   83.88,      14,      22,      25,    4.04,  126.79,  296.78,   14.76,   11.23,   11.36,  292.67,  298.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   762.5,   780.5,  929.46,   17.57,   83.37,      14,      21,      24,    4.13,  126.70,  296.87,   14.71,   11.20,   11.33,  292.70,  298.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   767.5,   785.5,  929.03,   17.61,   82.86,      14,      21,      24,    4.21,  126.61,  296.95,   14.66,   11.17,   11.29,  292.74,  298.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   772.5,   790.5,  928.62,   17.66,   82.36,      14,      20,      23,    4.38,  128.09,  297.03,   14.61,   11.13,   11.26,  292.78,  299.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   777.5,   795.5,  928.00,   17.72,   81.61,      14,      20,      23,    4.48,  127.76,  297.15,   14.53,   11.09,   11.21,  292.84,  299.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   782.5,   800.5,  927.42,   17.78,   80.86,      14,      20,      24,    4.60,  127.11,  297.27,   14.45,   11.03,   11.16,  292.89,  299.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   805.5,  926.85,   17.84,   80.13,      13,      19,      23,    4.64,  127.26,  297.39,   14.37,   10.98,   11.10,  292.94,  299.38,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   792.5,   810.5,  926.26,   17.90,   79.41,      12,      18,      21,    4.67,  127.40,  297.50,   14.28,   10.93,   11.05,  292.99,  299.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   797.5,   815.5,  925.87,   17.94,   78.94,      12,      17,      21,    4.70,  127.39,  297.57,   14.23,   10.90,   11.02,  293.02,  299.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   802.5,   820.5,  925.46,   17.97,   78.48,      11,      17,      20,    4.73,  127.38,  297.64,   14.17,   10.86,   10.98,  293.05,  299.62,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   807.5,   825.5,  924.96,   18.01,   78.03,      11,      16,      20,    4.77,  127.37,  297.72,   14.11,   10.83,   10.94,  293.08,  299.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   812.5,   830.5,  924.21,   18.05,   77.36,      11,      16,      19,    4.83,  127.78,  297.84,   14.03,   10.78,   10.89,  293.12,  299.80,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   817.5,   835.5,  923.74,   18.10,   76.71,      11,      15,      17,    4.88,  127.94,  297.93,   13.94,   10.72,   10.84,  293.16,  299.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   822.5,   840.5,  923.01,   18.15,   76.08,      10,      14,      16,    4.92,  129.40,  298.05,   13.86,   10.67,   10.79,  293.19,  299.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   827.5,   845.5,  922.53,   18.19,   75.47,      10,      15,      16,    4.95,  129.77,  298.14,   13.78,   10.62,   10.73,  293.23,  300.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   832.5,   850.5,  921.91,   18.22,   75.07,      10,      15,      16,    5.04,  130.84,  298.22,   13.72,   10.59,   10.70,  293.25,  300.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   837.5,   855.5,  921.41,   18.24,   74.67,       8,      13,      14,    5.07,  131.64,  298.30,   13.67,   10.56,   10.67,  293.27,  300.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   842.5,   860.5,  921.00,   18.27,   74.29,       9,      13,      15,    5.12,  132.14,  298.36,   13.61,   10.53,   10.64,  293.29,  300.28,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   847.5,   865.5,  920.53,   18.31,   73.73,       9,      13,      15,    5.20,  132.94,  298.44,   13.54,   10.48,   10.59,  293.32,  300.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   852.5,   870.5,  920.07,   18.35,   73.19,       9,      13,      15,    5.29,  133.89,  298.53,   13.46,   10.43,   10.54,  293.35,  300.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   857.5,   875.5,  919.35,   18.38,   72.67,       8,      12,      15,    5.44,  134.87,  298.63,   13.38,   10.39,   10.50,  293.38,  300.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   862.5,   880.5,  918.89,   18.42,   72.17,       7,      11,      14,    5.50,  135.40,  298.71,   13.31,   10.34,   10.45,  293.41,  300.59,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   867.5,   885.5,  918.21,   18.45,   71.70,       7,      11,      14,    5.59,  135.21,  298.80,   13.24,   10.30,   10.41,  293.43,  300.68,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   872.5,   890.5,  917.75,   18.47,   71.25,       7,      10,      13,    5.64,  135.09,  298.87,   13.16,   10.26,   10.37,  293.45,  300.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   877.5,   895.5,  917.14,   18.48,   70.97,       7,      10,      13,    5.68,  134.43,  298.94,   13.12,   10.23,   10.34,  293.46,  300.81,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   882.5,   900.5,  916.63,   18.50,   70.70,       7,      10,      13,    5.69,  134.41,  299.00,   13.07,   10.21,   10.31,  293.46,  300.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   887.5,   905.5,  916.23,   18.51,   70.44,       6,       9,      12,    5.70,  134.39,  299.05,   13.02,   10.18,   10.29,  293.47,  300.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   892.5,   910.5,  915.64,   18.51,   70.08,       6,       9,      12,    5.72,  134.30,  299.11,   12.95,   10.14,   10.25,  293.47,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   897.5,   915.5,  915.03,   18.52,   69.76,       6,       8,      11,    5.73,  134.12,  299.17,   12.89,   10.10,   10.21,  293.47,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   920.5,  914.65,   18.52,   69.56,       6,       7,      11,    5.73,  133.99,  299.20,   12.84,   10.08,   10.18,  293.46,  301.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   907.5,   925.5,  914.08,   18.51,   69.29,       6,       7,      11,    5.77,  133.53,  299.25,   12.77,   10.04,   10.14,  293.44,  301.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   912.5,   930.5,  913.47,   18.49,   69.06,       6,       7,      11,    5.76,  133.88,  299.29,   12.71,   10.00,   10.11,  293.42,  301.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   917.5,   935.5,  913.09,   18.48,   68.93,       5,       6,       9,    5.76,  133.59,  299.31,   12.67,    9.98,   10.08,  293.41,  301.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   922.5,   940.5,  912.50,   18.45,   68.76,       4,       6,       8,    5.75,  133.71,  299.34,   12.60,    9.95,   10.05,  293.37,  301.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   927.5,   945.5,  911.92,   18.42,   68.62,       5,       8,       9,    5.75,  134.34,  299.36,   12.54,    9.91,   10.01,  293.34,  301.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   932.5,   950.5,  911.51,   18.40,   68.54,       5,       8,       9,    5.75,  134.39,  299.38,   12.50,    9.89,    9.99,  293.31,  301.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   937.5,   955.5,  910.92,   18.36,   68.46,       5,       8,       9,    5.77,  134.54,  299.39,   12.44,    9.86,    9.96,  293.26,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   942.5,   960.5,  910.35,   18.31,   68.41,       5,       8,       9,    5.80,  134.56,  299.40,   12.39,    9.83,    9.93,  293.21,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   947.5,   965.5,  909.75,   18.26,   68.39,       4,       7,       8,    5.82,  134.44,  299.40,   12.34,    9.80,    9.90,  293.15,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   952.5,   970.5,  909.17,   18.21,   68.39,       4,       7,       8,    5.85,  134.62,  299.40,   12.29,    9.78,    9.88,  293.10,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   957.5,   975.5,  908.78,   18.17,   68.41,       4,       6,       7,    5.88,  134.84,  299.40,   12.26,    9.76,    9.86,  293.06,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   962.5,   980.5,  908.28,   18.14,   68.44,       4,       6,       7,    5.91,  135.06,  299.41,   12.23,    9.75,    9.85,  293.02,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   967.5,   985.5,  907.68,   18.10,   68.48,       4,       6,       7,    5.94,  136.01,  299.43,   12.20,    9.74,    9.83,  292.98,  301.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   972.5,   990.5,  907.20,   18.04,   68.57,       3,       5,       5,    5.99,  135.63,  299.41,   12.16,    9.72,    9.81,  292.91,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   977.5,   995.5,  906.51,   17.98,   68.67,       3,       5,       5,    6.04,  134.61,  299.41,   12.13,    9.70,    9.80,  292.85,  301.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   982.5,  1000.5,  906.06,   17.91,   68.79,       3,       5,       5,    6.07,  134.55,  299.39,   12.10,    9.69,    9.78,  292.78,  301.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,  1005.5,  905.37,   17.85,   68.93,       2,       4,       4,    6.11,  134.27,  299.39,   12.07,    9.68,    9.77,  292.72,  301.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,  1010.5,  905.06,   17.81,   69.04,       2,       3,       3,    6.14,  134.33,  299.38,   12.05,    9.67,    9.76,  292.67,  301.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,  1015.5,  904.74,   17.76,   69.15,       1,       2,       2,    6.17,  134.39,  299.36,   12.03,    9.66,    9.75,  292.63,  301.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1020.5,  904.14,   17.72,   69.27,       2,       3,       3,    6.20,  135.50,  299.37,   12.01,    9.66,    9.75,  292.58,  301.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1025.5,  903.43,   17.65,   69.47,       2,       3,       3,    6.21,  135.78,  299.37,   11.99,    9.65,    9.74,  292.51,  301.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1030.5,  902.83,   17.58,   69.68,       2,       3,       3,    6.22,  136.06,  299.35,   11.97,    9.64,    9.74,  292.44,  301.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1035.5,  902.44,   17.53,   69.82,       2,       3,       3,    6.24,  136.34,  299.34,   11.96,    9.64,    9.73,  292.39,  301.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1040.5,  901.86,   17.46,   70.05,       2,       3,       3,    6.28,  136.75,  299.33,   11.94,    9.63,    9.73,  292.32,  301.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1045.5,  901.27,   17.39,   70.28,       2,       2,       3,    6.28,  136.82,  299.31,   11.92,    9.63,    9.72,  292.25,  301.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1050.5,  900.87,   17.35,   70.44,       1,       2,       2,    6.28,  136.76,  299.30,   11.91,    9.63,    9.72,  292.20,  301.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1055.5,  900.30,   17.28,   70.69,       1,       1,       2,    6.31,  136.62,  299.28,   11.90,    9.62,    9.72,  292.13,  301.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1060.5,  899.72,   17.21,   70.93,       1,       1,       2,    6.33,  136.78,  299.27,   11.89,    9.62,    9.71,  292.06,  301.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1065.5,  899.31,   17.16,   71.10,       1,       1,       2,    6.32,  137.02,  299.26,   11.88,    9.62,    9.71,  292.02,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1070.5,  898.73,   17.10,   71.35,       2,       2,       2,    6.34,  139.13,  299.24,   11.87,    9.62,    9.71,  291.95,  301.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1075.5,  898.13,   17.03,   71.59,       3,       3,       3,    6.37,  139.75,  299.23,   11.85,    9.62,    9.71,  291.88,  300.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1080.5,  897.57,   16.97,   71.83,       2,       2,       3,    6.37,  141.19,  299.22,   11.84,    9.62,    9.71,  291.82,  300.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1085.5,  897.03,   16.90,   72.07,       1,       1,       2,    6.37,  141.71,  299.21,   11.84,    9.62,    9.71,  291.76,  300.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1090.5,  896.65,   16.86,   72.23,       1,       1,       1,    6.37,  142.05,  299.20,   11.83,    9.62,    9.71,  291.72,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1095.5,  896.06,   16.81,   72.46,       2,       2,       2,    6.39,  142.19,  299.20,   11.82,    9.62,    9.71,  291.66,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1100.5,  895.45,   16.75,   72.68,       3,       3,       3,    6.41,  142.32,  299.20,   11.81,    9.62,    9.71,  291.60,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1105.5,  895.07,   16.71,   72.82,       3,       3,       3,    6.43,  142.52,  299.20,   11.81,    9.62,    9.71,  291.56,  300.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1110.5,  894.67,   16.67,   72.97,       2,       2,       2,    6.45,  142.72,  299.20,   11.80,    9.62,    9.72,  291.52,  300.95,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1115.5,  894.17,   16.64,   73.11,       2,       2,       2,    6.47,  142.92,  299.21,   11.80,    9.62,    9.72,  291.49,  300.96,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1120.5,  893.41,   16.58,   73.32,       2,       2,       2,    6.49,  143.47,  299.23,   11.79,    9.63,    9.72,  291.43,  300.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1125.5,  892.94,   16.53,   73.52,       2,       2,       2,    6.52,  143.83,  299.22,   11.78,    9.63,    9.72,  291.38,  300.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1130.5,  892.39,   16.50,   73.66,       2,       2,       2,    6.56,  143.80,  299.23,   11.77,    9.63,    9.72,  291.35,  300.99,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1135.5,  891.93,   16.44,   73.86,       1,       1,       1,    6.62,  143.93,  299.22,   11.76,    9.63,    9.72,  291.29,  300.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1140.5,  891.21,   16.39,   74.06,       1,       1,       1,    6.74,  142.65,  299.24,   11.75,    9.63,    9.72,  291.24,  301.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1145.5,  890.74,   16.36,   74.18,       1,       1,       1,    6.76,  142.62,  299.25,   11.75,    9.63,    9.72,  291.21,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1150.5,  890.37,   16.32,   74.31,       1,       1,       1,    6.79,  142.59,  299.25,   11.74,    9.63,    9.72,  291.17,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1155.5,  889.82,   16.27,   74.50,       1,       1,       1,    6.82,  142.45,  299.25,   11.73,    9.63,    9.72,  291.12,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1160.5,  889.24,   16.22,   74.69,       1,       1,       1,    6.86,  142.13,  299.25,   11.72,    9.63,    9.72,  291.07,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1165.5,  888.72,   16.17,   74.87,       1,       1,       1,    6.90,  141.69,  299.25,   11.71,    9.63,    9.72,  291.02,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1170.5,  888.30,   16.13,   75.06,       1,       1,       1,    6.95,  141.00,  299.25,   11.70,    9.63,    9.72,  290.98,  301.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1175.5,  887.73,   16.08,   75.24,       1,       1,       1,    7.03,  139.99,  299.25,   11.69,    9.63,    9.72,  290.93,  301.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1180.5,  887.01,   16.04,   75.42,       1,       1,       1,    7.09,  138.90,  299.27,   11.69,    9.63,    9.72,  290.88,  301.03,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1185.5,  886.58,   16.01,   75.54,       1,       1,       1,    7.12,  138.38,  299.28,   11.68,    9.63,    9.73,  290.85,  301.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1190.5,  886.20,   15.98,   75.66,       2,       2,       2,    7.15,  137.26,  299.29,   11.68,    9.63,    9.73,  290.83,  301.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1177.5,  1195.5,  885.60,   15.93,   75.85,       2,       2,       2,    7.16,  137.15,  299.30,   11.67,    9.64,    9.73,  290.78,  301.06,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1182.5,  1200.5,  885.03,   15.89,   76.04,       2,       2,       2,    7.17,  136.98,  299.31,   11.67,    9.64,    9.73,  290.74,  301.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1187.5,  1205.5,  884.67,   15.86,   76.17,       2,       2,       2,    7.17,  137.17,  299.32,   11.67,    9.64,    9.74,  290.71,  301.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1192.5,  1210.5,  884.11,   15.82,   76.37,       3,       3,       3,    7.17,  137.46,  299.33,   11.66,    9.65,    9.74,  290.67,  301.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1197.5,  1215.5,  883.51,   15.77,   76.58,       3,       3,       3,    7.17,  137.74,  299.34,   11.66,    9.65,    9.75,  290.62,  301.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1202.5,  1220.5,  883.10,   15.74,   76.72,       3,       3,       3,    7.16,  137.92,  299.35,   11.66,    9.66,    9.75,  290.59,  301.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1207.5,  1225.5,  882.48,   15.69,   76.94,       3,       3,       3,    7.14,  138.08,  299.36,   11.66,    9.66,    9.76,  290.55,  301.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1212.5,  1230.5,  881.86,   15.65,   77.17,       2,       2,       2,    7.12,  137.98,  299.37,   11.66,    9.67,    9.76,  290.50,  301.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1217.5,  1235.5,  881.46,   15.61,   77.32,       2,       2,       2,    7.11,  137.91,  299.37,   11.65,    9.67,    9.77,  290.47,  301.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
