     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
     agl,     asl,       P,       T,      RH,     PM1,    PM25,    PM10,      ws,      wd,   theta,      Td,       q,    mixR,      Tv,  thetav,      O3,      CO,     SO2,     NO2,     NH3,     H2S,    TVOC
   567.5,   567.5,  951.23,   17.46,   93.65,       5,       7,       8,    2.52,  238.17,  294.80,   16.43,   12.21,   12.36,  292.78,  296.99,   35.00,     NaN,     NaN,  201.00,     NaN,     NaN,   0.097
   572.5,   572.5,  950.80,   17.45,   93.54,       5,       7,       8,    2.52,  236.59,  294.82,   16.39,   12.19,   12.34,  292.76,  297.01,   39.00,     NaN,     NaN,  201.00,     NaN,     NaN,   0.097
   577.5,   577.5,  950.34,   17.43,   93.42,       5,       7,       8,    2.52,  234.94,  294.84,   16.36,   12.17,   12.32,  292.74,  297.03,   39.47,     NaN,     NaN,  197.33,     NaN,     NaN,   0.096
   582.5,   582.5,  949.66,   17.41,   93.19,       5,       7,       8,    2.52,  232.45,  294.89,   16.30,   12.13,   12.28,  292.71,  297.07,   40.17,     NaN,     NaN,  191.83,     NaN,     NaN,   0.095
   587.5,   587.5,  949.06,   17.40,   92.92,       8,      13,      14,    2.52,  229.81,  294.92,   16.24,   12.09,   12.24,  292.69,  297.10,   41.37,     NaN,     NaN,  190.00,     NaN,     NaN,   0.095
   592.5,   592.5,  948.68,   17.39,   92.71,      11,      20,      20,    2.52,  227.99,  294.95,   16.20,   12.06,   12.21,  292.68,  297.12,   42.33,     NaN,     NaN,  190.00,     NaN,     NaN,   0.095
   597.5,   597.5,  948.16,   17.39,   92.47,      14,      26,      26,    2.52,  226.18,  294.99,   16.15,   12.04,   12.18,  292.67,  297.16,   43.30,     NaN,     NaN,  190.00,     NaN,     NaN,   0.095
   602.5,   602.5,  947.48,   17.39,   92.20,      13,      24,      25,    2.50,  221.14,  295.05,   16.11,   12.01,   12.16,  292.67,  297.22,   44.20,     NaN,     NaN,  190.00,     NaN,     NaN,   0.094
   607.5,   607.5,  946.99,   17.39,   91.75,      12,      23,      25,    2.48,  217.64,  295.10,   16.04,   11.96,   12.11,  292.66,  297.26,   45.10,     NaN,     NaN,  162.25,     NaN,     NaN,   0.094
   612.5,   612.5,  946.43,   17.40,   91.25,      11,      22,      23,    2.44,  212.22,  295.17,   15.96,   11.91,   12.06,  292.67,  297.31,   46.00,     NaN,     NaN,  153.00,     NaN,     NaN,   0.094
   617.5,   617.5,  945.95,   17.42,   90.88,      11,      22,      23,    2.43,  211.09,  295.22,   15.91,   11.88,   12.02,  292.67,  297.36,   46.83,     NaN,     NaN,  146.67,     NaN,     NaN,   0.093
   622.5,   622.5,  945.26,   17.44,   90.27,      10,      21,      22,    2.42,  209.33,  295.31,   15.83,   11.83,   11.97,  292.69,  297.44,   48.08,     NaN,     NaN,  137.17,     NaN,     NaN,   0.091
   627.5,   627.5,  944.58,   17.48,   89.61,      10,      20,      22,    2.38,  207.28,  295.40,   15.75,   11.78,   11.92,  292.71,  297.53,   49.30,     NaN,     NaN,  134.00,     NaN,     NaN,   0.088
   632.5,   632.5,  944.14,   17.50,   89.14,      10,      20,      21,    2.35,  205.75,  295.47,   15.69,   11.74,   11.88,  292.73,  297.59,   50.10,     NaN,     NaN,  134.00,     NaN,     NaN,   0.086
   637.5,   637.5,  943.64,   17.55,   88.39,       9,      16,      17,    2.28,  201.58,  295.56,   15.61,   11.68,   11.82,  292.77,  297.67,   38.00,     NaN,     NaN,  129.75,     NaN,     NaN,   0.086
   642.5,   642.5,  943.08,   17.60,   87.59,       9,      15,      16,    2.24,  199.11,  295.67,   15.52,   11.62,   11.76,  292.81,  297.76,   30.80,     NaN,     NaN,  117.00,     NaN,     NaN,   0.086
   647.5,   647.5,  942.41,   17.64,   87.04,       8,      12,      14,    2.19,  194.54,  295.77,   15.46,   11.59,   11.72,  292.85,  297.86,   30.90,     NaN,     NaN,  117.00,     NaN,     NaN,   0.079
   652.5,   652.5,  941.93,   17.71,   86.18,       7,      11,      12,    2.16,  190.52,  295.88,   15.37,   11.52,   11.66,  292.90,  297.96,   45.07,     NaN,     NaN,   83.25,     NaN,     NaN,   0.079
   657.5,   657.5,  941.38,   17.78,   85.30,       7,      11,      12,    2.13,  183.76,  296.00,   15.27,   11.46,   11.60,  292.96,  298.07,   49.80,     NaN,     NaN,   72.00,     NaN,     NaN,   0.079
   662.5,   662.5,  940.84,   17.83,   84.70,       7,      11,      11,    2.12,  182.56,  296.10,   15.21,   11.42,   11.56,  293.00,  298.16,   43.87,     NaN,     NaN,   54.33,     NaN,     NaN,   0.076
   667.5,   667.5,  940.28,   17.88,   84.10,       7,      10,      11,    2.12,  181.34,  296.20,   15.15,   11.38,   11.52,  293.05,  298.25,   37.93,     NaN,     NaN,   36.67,     NaN,     NaN,   0.073
   672.5,   672.5,  939.75,   17.93,   83.49,       7,      10,      10,    2.12,  180.10,  296.29,   15.09,   11.35,   11.48,  293.09,  298.35,   32.00,     NaN,     NaN,   19.00,     NaN,     NaN,   0.070
   677.5,   677.5,  939.28,   17.98,   82.89,       7,      10,      10,    2.12,  177.96,  296.39,   15.02,   11.30,   11.43,  293.13,  298.43,   32.20,     NaN,     NaN,   19.00,     NaN,     NaN,   0.066
   682.5,   682.5,  938.71,   18.05,   82.01,       8,      11,      11,    2.13,  174.25,  296.52,   14.93,   11.24,   11.37,  293.20,  298.55,   32.52,     NaN,     NaN,   18.50,     NaN,     NaN,   0.062
   687.5,   687.5,  938.21,   18.12,   81.14,       8,      11,      11,    2.16,  169.77,  296.63,   14.83,   11.18,   11.31,  293.26,  298.66,   32.90,     NaN,     NaN,   17.00,     NaN,     NaN,   0.062
   692.5,   692.5,  937.53,   18.19,   80.30,       8,      11,      11,    2.20,  164.84,  296.77,   14.74,   11.12,   11.25,  293.32,  298.78,   33.28,     NaN,     NaN,   17.00,     NaN,     NaN,   0.059
   697.5,   697.5,  936.92,   18.26,   79.49,       8,      11,      11,    2.30,  158.06,  296.89,   14.65,   11.06,   11.19,  293.37,  298.89,   33.60,     NaN,     NaN,   15.00,     NaN,     NaN,   0.058
   702.5,   702.5,  936.48,   18.32,   78.73,       8,      12,      12,    2.34,  154.01,  296.99,   14.56,   11.00,   11.13,  293.43,  298.98,   33.90,     NaN,     NaN,   15.00,     NaN,     NaN,   0.058
   707.5,   707.5,  935.79,   18.37,   78.01,       8,      11,      11,    2.44,  148.30,  297.11,   14.47,   10.95,   11.07,  293.47,  299.09,   34.10,     NaN,     NaN,   15.00,     NaN,     NaN,   0.053
   712.5,   712.5,  935.30,   18.41,   77.56,       8,      11,      11,    2.47,  147.16,  297.19,   14.41,   10.91,   11.03,  293.50,  299.17,   34.33,     NaN,     NaN,   14.33,     NaN,     NaN,   0.052
   717.5,   717.5,  934.84,   18.44,   77.13,       8,      11,      11,    2.50,  146.08,  297.26,   14.35,   10.88,   11.00,  293.52,  299.23,   34.57,     NaN,     NaN,   13.67,     NaN,     NaN,   0.051
   722.5,   722.5,  934.22,   18.48,   76.53,       8,      11,      11,    2.54,  144.59,  297.36,   14.27,   10.83,   10.95,  293.55,  299.32,   34.93,     NaN,     NaN,   13.00,     NaN,     NaN,   0.050
   727.5,   727.5,  933.65,   18.51,   75.98,       7,      10,      10,    2.58,  143.22,  297.45,   14.19,   10.78,   10.90,  293.58,  299.40,   35.33,     NaN,     NaN,   13.00,     NaN,     NaN,   0.050
   732.5,   732.5,  933.20,   18.53,   75.65,       7,      10,      10,    2.60,  142.35,  297.50,   14.14,   10.75,   10.87,  293.59,  299.46,   35.60,     NaN,     NaN,   13.00,     NaN,     NaN,   0.050
   737.5,   737.5,  932.58,   18.55,   75.34,       7,      10,      10,    2.64,  141.24,  297.58,   14.09,   10.73,   10.84,  293.60,  299.52,   35.80,     NaN,     NaN,   13.00,     NaN,     NaN,   0.049
   742.5,   742.5,  932.00,   18.56,   75.06,       6,       9,       9,    2.68,  140.19,  297.64,   14.05,   10.70,   10.82,  293.61,  299.59,   36.00,     NaN,     NaN,   13.00,     NaN,     NaN,   0.048
   747.5,   747.5,  931.54,   18.57,   74.68,       6,       9,       9,    2.74,  139.12,  297.70,   13.98,   10.66,   10.77,  293.62,  299.63,   36.38,     NaN,     NaN,   13.00,     NaN,     NaN,   0.048
   752.5,   752.5,  931.11,   18.57,   74.36,       6,       9,       9,    2.80,  137.89,  297.74,   13.92,   10.62,   10.74,  293.61,  299.67,   36.80,     NaN,     NaN,   13.00,     NaN,     NaN,   0.046
   757.5,   757.5,  930.63,   18.57,   74.18,       6,       9,       9,    2.84,  137.05,  297.78,   13.88,   10.60,   10.71,  293.61,  299.71,   37.10,     NaN,     NaN,   13.00,     NaN,     NaN,   0.045
   762.5,   762.5,  929.95,   18.57,   74.03,       6,       9,       9,    2.88,  136.31,  297.84,   13.85,   10.58,   10.70,  293.60,  299.76,   37.40,     NaN,     NaN,   13.00,     NaN,     NaN,   0.045
   767.5,   767.5,  929.47,   18.56,   73.85,       5,       8,       8,    2.90,  135.83,  297.87,   13.80,   10.56,   10.67,  293.58,  299.79,   38.00,     NaN,     NaN,   13.00,     NaN,     NaN,   0.044
   772.5,   772.5,  928.79,   18.53,   73.68,       5,       7,       7,    2.95,  136.14,  297.91,   13.74,   10.52,   10.63,  293.55,  299.82,   38.77,     NaN,     NaN,   12.75,     NaN,     NaN,   0.043
   777.5,   777.5,  928.16,   18.50,   73.62,       5,       7,       7,    2.97,  136.89,  297.94,   13.70,   10.50,   10.61,  293.52,  299.85,   39.30,     NaN,     NaN,   12.00,     NaN,     NaN,   0.043
   782.5,   782.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   787.5,  927.30,   18.47,   73.60,       5,       7,       7,    2.99,  138.65,  297.98,   13.66,   10.49,   10.60,  293.49,  299.89,   39.50,     NaN,     NaN,   12.00,     NaN,     NaN,   0.040
   792.5,   792.5,  926.90,   18.43,   73.63,       4,       6,       6,    3.00,  139.86,  297.98,   13.63,   10.47,   10.58,  293.45,  299.89,   39.80,     NaN,     NaN,   12.00,     NaN,     NaN,   0.040
   797.5,   797.5,  926.41,   18.41,   73.67,       4,       6,       6,    3.03,  142.37,  298.00,   13.62,   10.47,   10.58,  293.42,  299.90,   39.90,     NaN,     NaN,   12.00,     NaN,     NaN,   0.040
   802.5,   802.5,  925.63,   18.38,   73.73,       4,       6,       6,    3.05,  143.08,  298.05,   13.60,   10.47,   10.58,  293.39,  299.95,   40.20,     NaN,     NaN,   12.50,     NaN,     NaN,   0.040
   807.5,   807.5,  924.92,   18.35,   73.81,       3,       5,       5,    3.06,  143.77,  298.08,   13.59,   10.47,   10.58,  293.36,  299.98,   40.50,     NaN,     NaN,   13.00,     NaN,     NaN,   0.040
   812.5,   812.5,  924.47,   18.30,   73.96,       3,       5,       5,    3.07,  144.30,  298.07,   13.58,   10.46,   10.57,  293.31,  299.98,   40.84,     NaN,     NaN,   13.00,     NaN,     NaN,   0.040
   817.5,   817.5,  924.03,   18.24,   74.20,       3,       4,       4,    3.08,  145.00,  298.05,   13.56,   10.46,   10.57,  293.25,  299.95,   41.29,     NaN,     NaN,   13.00,     NaN,     NaN,   0.039
   822.5,   822.5,  923.37,   18.19,   74.41,       2,       4,       4,    3.15,  147.40,  298.06,   13.56,   10.46,   10.57,  293.20,  299.96,   41.50,     NaN,     NaN,   14.00,     NaN,     NaN,   0.039
   827.5,   827.5,  922.87,   18.15,   74.57,       2,       4,       4,    3.18,  148.34,  298.07,   13.56,   10.47,   10.58,  293.16,  299.97,   41.65,     NaN,     NaN,   14.00,     NaN,     NaN,   0.039
   832.5,   832.5,  922.42,   18.12,   74.73,       2,       3,       3,    3.21,  149.26,  298.07,   13.56,   10.47,   10.58,  293.13,  299.98,   41.80,     NaN,     NaN,   14.00,     NaN,     NaN,   0.039
   837.5,   837.5,  921.93,   18.06,   75.00,       1,       3,       3,    3.38,  151.94,  298.06,   13.56,   10.48,   10.59,  293.08,  299.97,   42.15,     NaN,     NaN,   15.00,     NaN,     NaN,   0.039
   842.5,   842.5,  921.46,   18.01,   75.29,       1,       3,       3,    3.49,  153.80,  298.05,   13.57,   10.49,   10.60,  293.02,  299.96,   42.60,     NaN,     NaN,   15.00,     NaN,     NaN,   0.039
   847.5,   847.5,  920.94,   17.97,   75.49,       1,       3,       3,    3.62,  154.59,  298.06,   13.57,   10.50,   10.61,  292.99,  299.97,   42.80,     NaN,     NaN,   15.00,     NaN,     NaN,   0.039
   852.5,   852.5,  920.21,   17.91,   75.80,       0,       2,       2,    3.68,  154.97,  298.07,   13.58,   10.51,   10.62,  292.93,  299.98,   43.05,     NaN,     NaN,   15.50,     NaN,     NaN,   0.040
   857.5,   857.5,  919.49,   17.86,   76.12,       0,       1,       1,    3.75,  155.34,  298.08,   13.59,   10.53,   10.64,  292.87,  299.99,   43.30,     NaN,     NaN,   16.00,     NaN,     NaN,   0.040
   862.5,   862.5,  918.94,   17.82,   76.34,       0,       2,       2,    3.80,  155.75,  298.09,   13.59,   10.54,   10.65,  292.84,  300.00,   43.45,     NaN,     NaN,   16.00,     NaN,     NaN,   0.040
   867.5,   867.5,  918.38,   17.78,   76.57,       1,       2,       2,    3.85,  156.15,  298.10,   13.60,   10.55,   10.66,  292.80,  300.02,   43.60,     NaN,     NaN,   16.00,     NaN,     NaN,   0.040
   872.5,   872.5,  917.90,   17.74,   76.79,       2,       3,       3,    3.91,  156.18,  298.10,   13.61,   10.56,   10.67,  292.76,  300.02,   43.65,     NaN,     NaN,   16.00,     NaN,     NaN,   0.041
   877.5,   877.5,  917.50,   17.69,   77.02,       2,       3,       3,    3.96,  156.20,  298.10,   13.61,   10.56,   10.68,  292.72,  300.02,   43.70,     NaN,     NaN,   16.00,     NaN,     NaN,   0.041
   882.5,   882.5,  917.14,   17.63,   77.36,       2,       3,       3,    4.04,  156.94,  298.07,   13.62,   10.57,   10.69,  292.66,  299.99,   43.62,     NaN,     NaN,   17.50,     NaN,     NaN,   0.041
   887.5,   887.5,  916.45,   17.55,   77.80,       2,       3,       3,    4.14,  157.39,  298.04,   13.63,   10.59,   10.70,  292.58,  299.97,   43.58,     NaN,     NaN,   18.00,     NaN,     NaN,   0.041
   892.5,   892.5,  915.80,   17.49,   78.13,       2,       3,       3,    4.17,  157.18,  298.04,   13.63,   10.60,   10.71,  292.52,  299.97,   43.50,     NaN,     NaN,   18.00,     NaN,     NaN,   0.040
   897.5,   897.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   902.5,  914.99,   17.43,   78.46,       2,       3,       3,    4.22,  157.03,  298.05,   13.64,   10.61,   10.72,  292.46,  299.98,   43.48,     NaN,     NaN,   36.00,     NaN,     NaN,   0.040
   907.5,   907.5,  914.41,   17.34,   78.87,       2,       3,       3,    4.19,  157.18,  298.02,   13.64,   10.62,   10.73,  292.38,  299.95,   43.40,     NaN,     NaN,   36.00,     NaN,     NaN,   0.039
   912.5,   912.5,  913.86,   17.29,   79.17,       2,       3,       3,    4.19,  157.42,  298.01,   13.64,   10.62,   10.74,  292.32,  299.95,   43.40,     NaN,     NaN,   44.50,     NaN,     NaN,   0.039
   917.5,   917.5,  913.40,   17.25,   79.36,       2,       3,       3,    4.20,  157.86,  298.02,   13.64,   10.63,   10.74,  292.28,  299.95,   43.40,     NaN,     NaN,   53.00,     NaN,     NaN,   0.039
   922.5,   922.5,  912.72,   17.21,   79.55,       2,       3,       3,    4.25,  158.45,  298.04,   13.64,   10.64,   10.75,  292.24,  299.98,   43.50,     NaN,     NaN,   53.00,     NaN,     NaN,   0.039
   927.5,   927.5,  912.15,   17.16,   79.81,       2,       3,       3,    4.27,  158.76,  298.04,   13.64,   10.64,   10.76,  292.19,  299.98,   43.70,     NaN,     NaN,   68.00,     NaN,     NaN,   0.039
   932.5,   932.5,  911.68,   17.10,   80.06,       2,       3,       3,    4.29,  159.08,  298.03,   13.64,   10.65,   10.76,  292.14,  299.97,   43.90,     NaN,     NaN,   83.00,     NaN,     NaN,   0.039
   937.5,   937.5,  911.19,   17.07,   80.22,       3,       5,       5,    4.32,  159.35,  298.05,   13.63,   10.65,   10.77,  292.11,  299.98,   43.97,     NaN,     NaN,  104.00,     NaN,     NaN,   0.039
   942.5,   942.5,  910.64,   17.04,   80.36,       4,       6,       6,    4.35,  159.62,  298.07,   13.63,   10.66,   10.77,  292.08,  300.00,   44.03,     NaN,     NaN,  125.00,     NaN,     NaN,   0.039
   947.5,   947.5,  910.14,   17.01,   80.50,       5,       8,       8,    4.37,  159.89,  298.08,   13.63,   10.66,   10.78,  292.05,  300.02,   44.10,     NaN,     NaN,  146.00,     NaN,     NaN,   0.039
   952.5,   952.5,  909.66,   16.98,   80.69,       6,       8,       8,    4.42,  160.12,  298.09,   13.63,   10.67,   10.78,  292.02,  300.03,   42.45,     NaN,     NaN,  146.00,     NaN,     NaN,   0.039
   957.5,   957.5,  909.16,   16.94,   80.85,       6,       8,       8,    4.47,  160.35,  298.10,   13.63,   10.67,   10.79,  291.98,  300.05,   40.80,     NaN,     NaN,  146.00,     NaN,     NaN,   0.039
   962.5,   962.5,  908.65,   16.93,   80.95,       6,       9,       9,    4.53,  160.60,  298.13,   13.63,   10.68,   10.79,  291.97,  300.08,   43.50,     NaN,     NaN,  187.00,     NaN,     NaN,   0.039
   967.5,   967.5,  908.13,   16.91,   81.03,       6,       9,       9,    4.54,  160.96,  298.17,   13.63,   10.69,   10.80,  291.95,  300.11,   43.45,     NaN,     NaN,  187.00,     NaN,     NaN,   0.039
   972.5,   972.5,  907.49,   16.89,   81.14,       6,       9,       9,    4.54,  161.36,  298.21,   13.63,   10.70,   10.81,  291.94,  300.15,   43.35,     NaN,     NaN,  190.50,     NaN,     NaN,   0.039
   977.5,   977.5,  906.80,   16.88,   81.26,       6,       8,       8,    4.40,  161.30,  298.26,   13.64,   10.71,   10.83,  291.92,  300.21,   43.06,     NaN,     NaN,  195.75,     NaN,     NaN,   0.040
   982.5,   982.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,   987.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,   992.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,   997.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1002.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1007.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1012.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1017.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1022.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1027.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1032.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1037.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1042.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1047.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1052.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1057.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1062.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1067.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1072.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1077.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1082.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1087.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1092.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1097.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1102.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1107.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1112.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1117.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1122.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1127.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1132.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1137.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1142.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1147.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1152.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1157.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1162.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1167.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1172.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1177.5,  1177.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
